INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10249385	10	24	9385	5	6	1	551	65	-1	-1	21000	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249386	10	24	9386	5	6	1	500	65	-1	-1	21000	150	-1	0	0	7	6	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249387	10	24	9387	5	6	1	510	65	-1	-1	21000	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249388	10	24	9388	5	6	1	520	65	-1	-1	21000	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249389	10	24	9389	5	6	1	530	65	-1	-1	21000	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249390	10	24	9390	5	6	1	540	65	-1	-1	21000	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249391	10	24	9391	5	6	1	550	65	-1	-1	21000	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249392	10	24	9392	5	6	1	658	82	-1	-1	29400	195	-1	0	0	7	6	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249393	10	24	9393	5	6	1	659	82	-1	-1	29400	195	-1	0	0	7	7	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249394	10	24	9394	5	6	1	660	82	-1	-1	29400	195	-1	0	0	7	8	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249395	10	24	9395	5	6	1	661	82	-1	-1	29400	195	-1	0	0	7	9	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249396	10	24	9396	5	6	1	662	82	-1	-1	29400	195	-1	0	0	7	10	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249397	10	24	9397	5	6	1	663	82	-1	-1	29400	195	-1	0	0	7	11	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249398	10	24	9398	5	6	1	664	82	-1	-1	29400	195	-1	0	0	7	6	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249399	10	24	9399	5	6	1	665	82	-1	-1	29400	195	-1	0	0	7	7	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249400	10	24	9400	5	6	1	666	82	-1	-1	29400	195	-1	0	0	7	8	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249401	10	24	9401	5	6	1	667	82	-1	-1	29400	195	-1	0	0	7	9	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249402	10	24	9402	5	6	1	668	82	-1	-1	29400	195	-1	0	0	7	10	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249403	10	24	9403	5	6	1	669	82	-1	-1	29400	195	-1	0	0	7	11	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249404	10	24	9404	5	6	1	718	92	-1	-1	29400	195	-1	0	0	7	6	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249405	10	24	9405	5	6	1	719	92	-1	-1	29400	195	-1	0	0	7	7	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249406	10	24	9406	5	6	1	720	92	-1	-1	29400	195	-1	0	0	7	8	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249407	10	24	9407	5	6	1	721	92	-1	-1	29400	195	-1	0	0	7	9	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249408	10	24	9408	5	6	1	722	92	-1	-1	29400	195	-1	0	0	7	10	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249409	10	24	9409	5	6	1	723	92	-1	-1	29400	195	-1	0	0	7	11	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249500	10	24	9500	4	6	18	750	102	54	92	2400	240	-1	0	0	7	0	-1	0	26	26	26	-1	-1	-1	0	130	12	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249501	10	24	9501	4	6	18	751	102	54	92	2400	240	-1	0	0	7	1	-1	0	26	26	26	-1	-1	-1	0	130	12	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249502	10	24	9502	4	6	18	752	102	54	92	2400	240	-1	0	0	7	2	-1	0	26	26	26	-1	-1	-1	2	130	14	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249503	10	24	9503	4	6	18	753	102	54	92	2400	240	-1	0	0	7	3	-1	0	26	26	26	-1	-1	-1	2	130	14	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249504	10	24	9504	4	6	18	754	102	54	92	2400	240	-1	0	0	7	4	-1	0	26	26	26	-1	-1	-1	4	130	10	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249505	10	24	9505	4	6	18	755	102	54	92	2400	240	-1	0	0	7	5	-1	0	26	26	26	-1	-1	-1	4	130	10	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249506	10	24	9506	4	6	18	756	102	54	92	2400	240	-1	0	0	7	6	-1	0	26	26	26	-1	-1	-1	0	130	12	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249507	10	24	9507	4	6	18	757	102	54	92	2400	240	-1	0	0	7	7	-1	0	26	26	26	-1	-1	-1	0	130	12	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249508	10	24	9508	4	6	18	758	102	54	92	2400	240	-1	0	0	7	8	-1	0	26	26	26	-1	-1	-1	2	130	14	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249509	10	24	9509	4	6	18	759	102	54	92	2400	240	-1	0	0	7	9	-1	0	26	26	26	-1	-1	-1	2	130	14	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249510	10	24	9510	4	6	18	760	102	54	92	2400	240	-1	0	0	7	10	-1	0	26	26	26	-1	-1	-1	4	130	10	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249511	10	24	9511	4	6	18	761	102	54	92	2400	240	-1	0	0	7	11	-1	0	26	26	26	-1	-1	-1	4	130	10	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249512	10	24	9512	4	6	2	762	102	54	92	2400	240	-1	0	0	7	0	-1	0	26	26	26	-1	-1	-1	0	155	12	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249513	10	24	9513	4	6	2	763	102	54	92	2400	240	-1	0	0	7	1	-1	0	26	26	26	-1	-1	-1	0	155	12	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249514	10	24	9514	4	6	2	764	102	54	92	2400	240	-1	0	0	7	2	-1	0	26	26	26	-1	-1	-1	2	155	14	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249515	10	24	9515	4	6	2	765	102	54	92	2400	240	-1	0	0	7	3	-1	0	26	26	26	-1	-1	-1	2	155	14	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249516	10	24	9516	4	6	2	766	102	54	92	2400	240	-1	0	0	7	4	-1	0	26	26	26	-1	-1	-1	4	155	10	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249517	10	24	9517	4	6	2	767	102	54	92	2400	240	-1	0	0	7	5	-1	0	26	26	26	-1	-1	-1	4	155	10	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249518	10	24	9518	4	6	2	768	102	54	92	2400	240	-1	0	0	7	6	-1	0	26	26	26	-1	-1	-1	0	155	12	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249519	10	24	9519	4	6	2	769	102	54	92	2400	240	-1	0	0	7	7	-1	0	26	26	26	-1	-1	-1	0	155	12	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249520	10	24	9520	4	6	2	770	102	54	92	2400	240	-1	0	0	7	8	-1	0	26	26	26	-1	-1	-1	2	155	14	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249521	10	24	9521	4	6	2	771	102	54	92	2400	240	-1	0	0	7	9	-1	0	26	26	26	-1	-1	-1	2	155	14	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249522	10	24	9522	4	6	2	772	102	54	92	2400	240	-1	0	0	7	10	-1	0	26	26	26	-1	-1	-1	4	155	10	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249523	10	24	9523	4	6	2	773	102	54	92	2400	240	-1	0	0	7	11	-1	0	26	26	26	-1	-1	-1	4	155	10	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249524	10	24	9524	5	6	2	750	102	54	92	2400	240	-1	0	0	7	0	-1	0	26	26	26	-1	-1	-1	0	130	12	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249525	10	24	9525	5	6	2	751	102	54	92	2400	240	-1	0	0	7	1	-1	0	26	26	26	-1	-1	-1	0	130	12	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249526	10	24	9526	5	6	2	752	102	54	92	2400	240	-1	0	0	7	2	-1	0	26	26	26	-1	-1	-1	2	130	14	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249527	10	24	9527	5	6	2	753	102	54	92	2400	240	-1	0	0	7	3	-1	0	26	26	26	-1	-1	-1	2	130	14	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249528	10	24	9528	5	6	2	754	102	54	92	2400	240	-1	0	0	7	4	-1	0	26	26	26	-1	-1	-1	4	130	10	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249529	10	24	9529	5	6	2	755	102	54	92	2400	240	-1	0	0	7	5	-1	0	26	26	26	-1	-1	-1	4	130	10	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249530	10	24	9530	5	6	2	756	102	54	92	2400	240	-1	0	0	7	6	-1	0	26	26	26	-1	-1	-1	0	130	12	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249531	10	24	9531	5	6	2	757	102	54	92	2400	240	-1	0	0	7	7	-1	0	26	26	26	-1	-1	-1	0	130	12	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249532	10	24	9532	5	6	2	758	102	54	92	2400	240	-1	0	0	7	8	-1	0	26	26	26	-1	-1	-1	2	130	14	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249533	10	24	9533	5	6	2	759	102	54	92	2400	240	-1	0	0	7	9	-1	0	26	26	26	-1	-1	-1	2	130	14	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249534	10	24	9534	5	6	2	760	102	54	92	2400	240	-1	0	0	7	10	-1	0	26	26	26	-1	-1	-1	4	130	10	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249535	10	24	9535	5	6	2	761	102	54	92	2400	240	-1	0	0	7	11	-1	0	26	26	26	-1	-1	-1	4	130	10	30	22	1200	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249536	10	24	9536	5	6	2	762	102	54	92	2400	240	-1	0	0	7	0	-1	0	26	26	26	-1	-1	-1	0	155	12	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249537	10	24	9537	5	6	2	763	102	54	92	2400	240	-1	0	0	7	1	-1	0	26	26	26	-1	-1	-1	0	155	12	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249538	10	24	9538	5	6	2	764	102	54	92	2400	240	-1	0	0	7	2	-1	0	26	26	26	-1	-1	-1	2	155	14	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249539	10	24	9539	5	6	2	765	102	54	92	2400	240	-1	0	0	7	3	-1	0	26	26	26	-1	-1	-1	2	155	14	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249540	10	24	9540	5	6	2	766	102	54	92	2400	240	-1	0	0	7	4	-1	0	26	26	26	-1	-1	-1	4	155	10	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249541	10	24	9541	5	6	2	767	102	54	92	2400	240	-1	0	0	7	5	-1	0	26	26	26	-1	-1	-1	4	155	10	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249542	10	24	9542	5	6	2	768	102	54	92	2400	240	-1	0	0	7	6	-1	0	26	26	26	-1	-1	-1	0	155	12	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249543	10	24	9543	5	6	2	769	102	54	92	2400	240	-1	0	0	7	7	-1	0	26	26	26	-1	-1	-1	0	155	12	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249544	10	24	9544	5	6	2	770	102	54	92	2400	240	-1	0	0	7	8	-1	0	26	26	26	-1	-1	-1	2	155	14	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249545	10	24	9545	5	6	2	771	102	54	92	2400	240	-1	0	0	7	9	-1	0	26	26	26	-1	-1	-1	2	155	14	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249546	10	24	9546	5	6	2	772	102	54	92	2400	240	-1	0	0	7	10	-1	0	26	26	26	-1	-1	-1	4	155	10	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249547	10	24	9547	5	6	2	773	102	54	92	2400	240	-1	0	0	7	11	-1	0	26	26	26	-1	-1	-1	4	155	10	25	53	3	50	3	97	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
####	以下是	护手							-1	-1																																																				
10250010	10	25	10	3	7	1	-1	3	-1	-1	100	50	-1	0~1	0	7	99	-1	0	-1	-1	-1	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250020	10	25	20	3	7	1	-1	13	-1	-1	120	62	-1	0~2	0	7	99	-1	0	-1	-1	-1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250030	10	25	30	3	7	1	-1	23	-1	-1	140	74	-1	0~3	0	7	99	-1	0	-1	-1	-1	8	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250040	10	25	40	3	7	1	-1	33	-1	-1	160	86	-1	0~3	0	7	99	-1	0	-1	-1	-1	11	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250050	10	25	50	3	7	1	-1	43	-1	-1	180	98	-1	0~3	0	7	99	-1	0	-1	-1	-1	14	14	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250060	10	25	60	3	7	1	-1	53	-1	-1	200	110	-1	0~3	0	7	99	-1	0	-1	-1	-1	17	17	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250070	10	25	70	3	7	1	-1	63	-1	-1	220	122	-1	0~3	0	7	99	-1	0	-1	-1	-1	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250080	10	25	80	3	7	1	-1	73	-1	-1	240	134	-1	0~3	0	7	99	-1	0	-1	-1	-1	23	23	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250090	10	25	90	3	7	1	-1	83	-1	-1	260	146	-1	0~3	0	7	99	-1	0	-1	-1	-1	25	25	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10250091	10	25	91	3	7	1	-1	46~50	-1	-1	280	158	-1	0~3	0	7	99	-1	0	-1	-1	-1	16	16	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
