INT	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING			
138804	哈布格	\t远方的客人，欢迎来到王国。虽然我这里忙的不可开交，但是我也很乐意为你抽出一点时间。	-1						-1				
138805	脱脱迷失	\t我国疆域辽阔，地大物博，是真正的天府之国。	-1						-1				
138806	大公弗拉基米尔	\t我们臣服于金帐之下……	-1						-1				
138807	麻里	\t我们是成吉思汗真正的子孙，长生天赐给我们黄金血统的同时，也赋予了我们统御世界的权力。	-1						-1				
138808	霍博	\t哼，鸠鸟占了麻雀的巢穴，猴子戴上了人的帽子，野种坐上了皇位，我们这些真正的天子却要被迫居住在西方。	-1						-1				
138809	昔列门	\t听说海都大王前方的战事捷报连连，只要我们拖住这些属国不发兵帮助元朝，胜利就指日可待了。	-1						-1				
138810	什叶	\t我们是不会和那些叛军同流合污的，所谓的血统之说，不过都是想自己做皇帝罢了。	-1						-1				
138811	不里士	\t元朝与我们是吃牛肉喝马奶长大一起长大的兄弟，我们伊尔汗国将永远和他们站在一起。	-1						-1				
138812	神甫洛萨	\t神爱世人，迷途的羔羊，愿你早日聆听到主的教诲，阿门！	-1						-1				
138813	卡洛斯	\t洛萨神父最大的心愿就是在这里建一间教堂，让所有人都来聆听主的明示。	-1						-1				
138814	巴依老爷	\t富人就应该作威作福，穷人就应该受穷，不是我心狠，是你们不明白这道理。	-1						-1				
138815	巴依老爷的护卫	\t走开，走开，没看见高贵的巴伊老爷要过去么？	-1						-1				
138816	巴依老爷的护卫	\t看什么看，穷就离我们老爷远一点。	-1						-1				
138817	卓力格图	\t这里人们富裕，又是通向大都的必经之地，正是做生意的好地方。	-1						-1				
138818	哈斯其其格	\t我丈夫那里肯定有你想要的货物，怎么，你不信？	-1						-1				
138819	阿古拉	\t这些西域商人手里的货还是相当不错的，虽然有些贵，这个月发薪水的时候我要给我的小柔买一个。	-1						-1				
138820	乌云琪琪格	\t你赖皮，刚才明明是三个，一定是你趁我不注意又偷偷放了一个。	-1						-1				
138821	阿拉木	\t你输了就不认，谁赖皮谁是小狗。	-1						-1				
138822	萨提亚	\t波斯特产，走过路过不要错过啊～～～！	-1						-1				
138823	账房崔三	\t一本糊涂账，全凭我精明的头脑。	-1						-1				
138824	金算盘	\t吃不穷，穿不穷，算计不到就受穷，我金算盘能过上今天这样的日子，可是全凭了这句话了。	-1						-1				
138825	吟游诗人	\t成吉思汗的身躯，阿尔泰杭盖山方可匹敌~\n\t成吉思汗的胸膛，雄狮一般隆起~\n\t成吉思汗的腰背，猛虎一般健美~\n\t成吉思汗的胸怀，大海一般宽广~\n\t……	-1						-1				
138826	樵夫张	\t天天打柴，何时是个头啊。	-1						-1				
#	大元皇宫								-1				
#	明教总舵								-1				
#	武林总坛								-1				
#	大都	139000	140999						-1				
139000	皇城-大相国寺	\t客官，您要去哪啊？	-1	550022	1512				4				
139001	皇城-赵王府	\t客官，您要去哪啊？	-1	550023	1512				4				
139002	皇城-盐帮总舵	\t客官，您要去哪啊？	-1	550024	1512				4				
139003	皇城-高碑店	\t客官，您要去哪啊？	-1	550025	1512				4				
139004	天桥车夫	\t这天桥一带是咱们大都最热闹的地方，各行各业，应有尽有……	-1	550026|550033|550038|550048	1512				4				
139005	光明山庄车夫	\t客官，您要去哪啊？	-1	550027	1512				4				
139006	汉军营车夫	\t客官，您要去哪啊？	-1	550028	1512				4				
139007	白云观车夫	\t客官，您要去哪啊？	-1	550042	1512				4				
139008	南门郊外车夫	\t客官，您要去哪啊？	-1	550043	1512				4				
139009	天坛车夫	\t客官，您要去哪啊？	-1	550044|550057|550058|550059	1512				4				
139010	盐帮码头车夫	\t客官，您要去哪啊？	-1	550045	1512				4				
139020	聚宝盆副本入口	\t进入聚宝盆副本挑战之前，必须找到你可以依赖的队伍。	-1	700081					8				
139021	金佛手入口	\t哼哼……，别光嘴上逞英雄，要救玉柱，你先破了我的勾魂牌局再说……	-1	700026					8				
139022	虚空境入口	\t进入虚空境副本挑战之前，必须找到你可以依赖的队伍。	-1	700081					8				
139023	勾栏曲台入口	\t客官，只要你找几个要好的朋友，我可以送你们进入勾栏曲台。	-1	700081					8				
139024	黄河坞	\t这黄河坞内宵小云集，你最好能找上几个同伴一起进入。	-1	700207|700081					8				
139025	景教堂入口	\t可恨的异教徒们！真希望有人能帮我除掉他们。	-1	700081					8				
139050	张彻	\t最适合自己的极品装备，绝对是打造或改造出来的。	-1						14				
139051	金钢钻	\t镶嵌宝石的意义不在于炫耀你的财富或是展示你优雅的品味，而是为了在决定生死的一刹那，让幸运的女神站在你的身边。	-1	800000|800028|800058|800064|800062|800063|561256|800073|800074|800075|800076|800077|800078					12				
139052	李定邦	\t我的能力就是让你的东西永远只属于你……	-1	800001|800017|800117|800119|560202|561251|800079|800080|800118|800120|800121					15				
139053	石宝升	\t升级宝石是我的拿手好戏。不过，费用可不能少，嘿嘿……	-1						-1				
139054	傅克龙	\t获得了新装备，看着原有装备上辛辛苦苦才得来的打星、麻将、铭刻心疼了吧，不要难过，我会把它们完美的复制融入到新装备中。	-1	800061|800066|561254|800086|800087					15				
139055	麻辣子	\t最好的，不一定是最适合你的……	-1						15				
139056	阔易	\t嘿嘿，做我这门生意的，有多狠心，就会有多少财富。	-1						-1				
139057	武元	\t来看看吧，这里肯定有你最称手的武器……	-1	560300					7				
139058	房举	\t这里没有什么宝物，不过行走江湖是足够了。	-1	560301					7				
139059	徐长卿	\t徐记伤药，行走江湖，打家劫舍必备之良药！	-1	560303					0				
139060	成锦衣	\t我这里的装备只有万人瞩目的英雄才有资格佩戴！	-1	560089|560092|560078|560095|560125|560111|560112|560316|560317|560318	1468				7				
139061	武剑钢	\t我的毕生心愿和你一样，就是打造一把独一无二的神器！	-1						-1				
139062	乘骏	\t精通一些有益的马术技能，可以让你在战场上如虎添翼。	-1	256001|560308|560310|560311|560312|560319					2				
139063	马安	\t再倔的马，我都能把它训练得服服帖帖。	-1	560309					2				
139064	孔方雄	\t我这里只买卖那些不会受次贷危机和通货膨胀影响的东西。	-1	560150|560909|560914|560916|560917|560918					7				
139065	仓储元	\t客官，您的东西我都用心保管着呢。	-1	561000|561001|561004|561005					-1				
139066	仓储备	\t客官，您的东西我都用心保管着呢。	-1	561000|561001|561004|561005					-1				
139067	助家亮	\t来看看呐，我这里的货物应有尽有……	-1	560906|560907					7				
139068	骑乘繁殖	\t你的马看起来不错，如果能繁殖，它的后代应该会更出色！	-1	800050|570051|561258					2				
139069	骑乘驯养	\t不要用这种怀疑的眼光看着我，我可不是给人算命的，相马之术可比算命之术难得多，最起码我不会信口开河……	-1	800051					2				
139070	珠宝加工	\t这类工艺不是普通人能掌握的，要加工成最好的宝石，非我这分号莫属。	-1	890002|540011|560133|560322|310707|561257	3611				-1				
139071	药品制造	\t有配方的话，我可以给你制造任何良药。	-1	890001|540010|560134|560321|310707	3610				-1				
139072	装备打星	\t只有通过无限的锻造，才能铸就一把神兵利器。	-1	800047|800072					1				
139074	龙眼石兑换	\t嘿……龙眼石换装备，别窝着手里的龙眼石，如果你是聪明人的话，我手头的好装备可不多了！	-1	570050|570004|570005|570006|570007|570008|570009|570029|570030|570031|570046|570047|570048|570000	1483				7				
139075	妖邪地宫接引	\t原有的妖邪地宫改名为“圣山地宫”，地宫入口改在王城圣山西麓耶律家的领地内，坐标（127，50）。	-1						-1				
139076	免费治疗医师	\t我中华医道表面上纷繁复杂，其实归根结底是“中庸”二字。	-1	211023					-1				
139077	骑乘治疗人	\t我是大都里最好的骑乘恢复师，任何马儿在我这里都可以恢复生命。	-1	800048					2				
139078	龙魂合成人	\t听说远古时期，天龙被封印之后，其魂灵被天神截为四段，分藏于各地。如果你有幸能得到全部的天龙魂灵残骸，我可以帮你合成出完整的天龙魂来。不过，天龙被召唤后会发生什么……我并不知道。	-1	310050|310055					-1				
139079	蒙古驯马大师	\t这驯马之术，讲究的是耐心和细心，一味的用暴力不可能驯出优秀的马匹。	-1	540009|540012|560114|560323|310707	3612				-1				
139080	节日使者	\t朋友，节日的时候别忘了来我这里看看，你会得到很多意想不到欢乐~	-1						-1				
139081	嘉年华欢乐使	\t嘿，亲爱的朋友！我正在给你准备一些惊喜，不过……暂时还要保密。\n\t当然，我可以透露一点，过阵子，你能在我这里得到许许多多新奇的宝贝~	-1						-1				
139082	孔孟	\t迄今为止，还没有任何人能够完全答对我的问题，你是否想一试？	-1						-1				
139083	沈芊芊	\t帮主沈万三得了一种怪病，茶不思饭不想，眼看着一天天消瘦下去，前日好容易请到名医胡青牛，可是他开出药方中的几味药，却是极为难得。	-1		9310				-1				
139084	铁算盘	\t赵王寿诞将至，作为赵王府的首席采办，无论大事小事，我都要亲自出马，就连这些蔬果的采办我也不敢掉以轻心啊。	-1		9301|9501				-1				
139085	赵王府家丁	\t哼！这老头儿，也不看看我们的身份，赵王府要的瓜果，当然得是最好的！	-1						-1				
139086	大都现金寄售管理员	\t大都钱庄相关的事务，都由我来管。你可以在我这里开户进行钱庄交易操作。钱庄交易以银子作流通货币，以金子为交易对象，约定一两金子为最小交易单位。\n\t#G请注意：如果您的钱庄账户已持续30天没有任何交易操作，将被系统自动删除，账户内资金直接返还进您的背包中。请记得及时进行交易哦。	-1	310351|310350					-1				
139087	幻竞演	\t在这里你可以用多余的成就兑换一些经验值。	-1	570039|570040|570041|570038					7				
139088	筹阑	\t想让此装备上的属性转移到彼装备？那有何难，找我就对了。\n\t但是我只对#G蓝色装备#W感兴趣，其他装备就不要找我了。	-1	800070|800071|560154|800113|800081|800082|800110|800111|800114					15				
139089	装备锻造大师	\t想让你装备的蓝色属性也获得强化吗？我，可以帮你实现这个愿望。	-1	800088|800089|800090|800091					1				
139090	装备回收	\t我知道打造一件让自己向往的装备是要经历很多艰辛的。\n\t一点意外都会使打造的装备差强人意，白白的丢弃是很让人心痛的，还是把它交给我庄回吧，我会给你挽回一些损失。	-1	800037|800109|800069|800112					7				
139091	天赋学习	\t每个人都有自己独特的天赋，不过如果不勤加修炼，任何强大的天赋都不会发挥出与其相匹配的作用。	-1						-1				
139092	骑乘炼化大师	\t天下间万千的骑乘各有各的优劣，我一直在研究骑乘间的融合互补之术，终于得以大成。你要不要尝试一下？	-1	800031|561259|920009					2				
