INT	STRING	STRING	STRING	FLOAT	FLOAT	INT	INT	STRING	STRING	STRING	INT					
108002	503	周伯通	周伯通	30.503437	103.909225	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
20031	503	无寒草	无寒草	135	104	0	-1	风景	w		0					
20032	503	木华黎受伤地	木华黎受伤地	107.495064	204.732239	0	-1	风景	m		0					
20015	503	黑蝎子	50级 黑蝎子	78	130	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
20013	503	伏兵	50级 伏兵	93	200	0	3	怪物	f	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
20018	503	红寡妇	50级 红寡妇	60	77	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
20021	503	巨刺	50级 巨刺	81	133	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
20014	503	狼人	50级 狼人	195.297699	105.16259	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
20020	503	抹然尽忠	50级 抹然尽忠	220.797897	68.478859	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
20030	503	忙谷	50级 忙谷	86.63118	218.63945	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
20029	503	武仙	50级 武仙	165.172592	203.663361	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
20017	503	游击	50级 游击	224	58	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	金国蔡州城	21000	21999								0					
109021	504	钥匙老人	剧场传送人	108.994568	82.102097	1	4	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
109004	504	博尔术	博尔术	213.389694	159.010284	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109017	504	百夫长不里	百夫长不里	215.456207	184.864304	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
21016	504	金人阵地	金人阵地	179	156	0	-1	风景	j		0					
21021	504	粮食	粮食	222	86	0	-1	风景	l		0					
109012	504	孟珙	孟珙	112.604668	108.582115	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109005	504	丘山烈	丘山烈	233.690384	33.586895	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109007	504	丘山惑	丘山惑	221.976822	30.726309	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109006	504	丘山阳	丘山阳	216.100311	28.244024	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109008	504	史天泽	史天泽	234.524109	35.877254	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109003	504	速不台	速不台	213.484253	150.225204	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109018	504	恩古	恩古	218.768494	182.132523	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109016	504	十夫长	十夫长	213.087509	181.909012	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109000	504	托雷	托雷	119.045998	52.060436	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109001	504	文天祥	文天祥	112.971825	101.466789	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109010	504	耶律楚材	耶律楚材	111.695023	199.850311	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
21018	504	阵眼	阵眼	75	220	0	-1	风景	z		0					
21006	504	辎重	辎重	215	212	0	-1	风景	z		0					
109009	504	张弘范	张弘范	185.286179	116.872391	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109011	504	张世杰	张世杰	112.728523	207.869736	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
109002	504	哲别	哲别	121.933357	56.705582	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
21004	504	皇族卫兵	55级 皇族卫兵	182	175	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21035	504	猛安军溃兵	猛安军溃兵	73	150	0	-1	怪物	m		0					
21007	504	猛安军校尉	55级 猛安军校尉	142	44	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21008	504	猛安军溃兵	55级 猛安军溃兵	138	43	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21020	504	迷仆	55级 迷仆	186	225	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21002	504	蒲鲜万奴	55级 蒲鲜万奴	168.072205	182.736526	0	3	怪物	p	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21014	504	扫尾	55级 扫尾	181.7677	48.919327	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21000	504	完颜合周	55级 完颜合周	220	98	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21011	504	完颜守序	55级 完颜守序	50.118561	189.284195	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21003	504	奚军溃兵	55级 奚军溃兵	190	147	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
21009	504	辎重看守	55级 辎重看守	210	215	0	3	怪物	z	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	西夏中兴府	22000	22999								0					
110039	501	钥匙老人	剧场传送人	136.024368	129.110184	1	4	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
110036	501	阿鲁	阿鲁	54.695656	192.812714	1	1	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110032	501	巴萨	巴萨	113.657516	109.313774	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110021	501	巴伊	巴伊	75.560913	74.967102	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110024	501	巴里	巴里	82.657707	120.649712	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110019	501	高良惠	高良惠	147.80484	148.750504	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110003	501	李宪	李宪	125.231789	124.877693	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110030	501	李延	李延	225.433395	166.57457	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110038	501	李茵川	李茵川	219.440643	51.32209	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110041	501	李谅	李谅	216.986938	52.333866	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110011	501	娜妮	娜妮	108.763344	147.024719	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110025	501	娜姬	娜姬	37.210262	76.420326	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110026	501	娜拉	娜拉	58.072201	192.790558	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110027	501	娜美	娜美	119.152359	223.683136	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110028	501	娜菲	娜菲	196.703552	98.548134	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110033	501	萨凡	萨凡	147.881866	111.117249	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110029	501	神秘公主	神秘公主	217.601898	219.331329	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110034	501	商队卫兵	商队卫兵	65.976563	155.523941	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110006	501	塔拉	塔拉	106.561844	147.272308	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110040	501	提布	提布	85.298798	122.011002	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110000	501	耶律楚材	耶律楚材	123.512077	122.988487	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110035	501	也台	也台	56.541107	190.385406	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110037	501	翼轩	翼轩	117.20945	222.05809	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
22004	501	巴伊的护卫	巴伊的护卫	75.550323	76.082825	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
22006	501	老鼠洞	老鼠洞	44	210	0	-1	怪物	l		0					
22014	501	李天煞	45级 李天煞	196.621857	165.166809	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
22007	501	草料	草料	46	166	0	-1	怪物	m		0					
22009	501	魔焰菇	魔焰菇	156	208	0	-1	怪物	m		0					
22005	501	山匪头目	45级 山匪头目	50	40	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
22010	501	山猪	45级 山猪	150	215	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
22002	501	铁塔	铁塔	146	109	0	-1	风景	l		0					
22003	501	西夏匪兵	45级 西夏匪兵	50	100	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
22001	501	一品堂联络点	一品堂联络点	100	118	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
22008	501	一品堂杀手	45级 一品堂杀手	102.569229	171.573013	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
22012	501	御卫队长	御卫队长	211	223	0	-1	风景	l		0					
22013	501	一品堂精英刺客	45级 一品堂精英刺客	208	165	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
22015	501	回鹘第一勇士范统	回鹘第一勇士范统	211	223	0	-1	风景	l		0					
110017	501	朝鲁	朝鲁	111	110	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110014	501	萨特姆	萨特姆	152.945526	118.927681	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110007	501	拉伊娜	拉伊娜	108.215416	112.745598	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110004	501	枢密侍郎	枢密侍郎	120.146584	122.833702	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
110005	501	中书侍郎	中书侍郎	126.443741	122.842484	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
#	阿尔金山	23000	23999								0					
111000	506	拖雷	拖雷	178.809158	118.330879	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111011	506	李安远	李安远	175.69014	120.562401	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111012	506	完颜合	完颜合	211.738342	118.101112	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111003	506	萨尔沃	萨尔沃	219.831604	34.442215	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111004	506	萨伊	萨伊	161.371994	64.230797	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111005	506	乌罕	乌罕	36.426552	31.479786	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111007	506	耶律楚材	耶律楚材	162.526535	205.543106	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111006	506	旭烈兀	旭烈兀	49.533932	213.28569	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111029	506	萨尔干	萨尔干	214.603699	31.997353	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111030	506	伊珊	伊珊	223.610062	44.234055	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111002	506	合丹	合丹	220.361023	39.316181	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111032	506	卡尔木	卡尔木	189.425232	130.481934	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111001	506	察合台	察合台	208.584015	116.092903	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111034	506	拔都	拔都	79.543198	112.965462	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
111028	506	钥匙老人	剧场传送人	193	113	1	1	传送	z	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
111009	506	完颜洪烈	完颜洪烈	216	221	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
23015	506	完颜厄	60级 完颜厄	125.729904	32.11412	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
23016	506	灵兽	60级 灵兽	229.004456	66.244797	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
23017	506	灵石	灵石	215	68	0	-1	风景	l		0					
23018	506	药材	药材	75	29	0	-1	风景	l		0					
23019	506	逃亡金兵	60级 逃亡金兵	36	66	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
23020	506	完颜怒	60级 完颜怒	43.887978	108.349007	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
23021	506	沙漠高地	沙漠高地	80	205	0	-1	风景	l		0					
111044	506	萧远律	60级 萧远律	78.734711	198.395294	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
23023	506	西辽士兵	60级 西辽士兵	70	195	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
111045	506	完颜桀	60级 完颜桀	82	202	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
23025	506	完颜洪烈护卫	60级 完颜洪烈护卫	202	216	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
23026	71|171|271|371	袁金涛	55级 袁金涛	172	187	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
111046	506	完颜陵	完颜洪烈御卫长	215.687576	218.084381	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
#	撒马尔罕	24000	24999								0					
112008	509	阿剌丁	阿剌丁	21.786602	55.711739	1	1	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112014	509	拔都	拔都	123.50441	89.730858	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112000	509	成吉思汗	成吉思汗	127.662857	85.355896	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112005	509	郭宝玉	郭宝玉	181.492172	138.437424	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112010	509	贵由	贵由	42.888092	66.985519	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112006	509	慕容莺	慕容莺	186.979889	156.40834	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112013	509	蒙哥	蒙哥	131.509369	89.743874	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112009	509	耶律婉容	耶律婉容	221.598785	160.90123	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112015	509	拓跋羯	拓跋羯	201.218033	209.415817	1	1	任务	o	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112033	509	扎兰丁	扎兰丁	74.607521	212.913757	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112004	509	旭烈兀	旭烈兀	196.267029	85.047302	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112001	509	耶律楚材	耶律楚材	124.626205	86.72551	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112003	509	耶律洪熙	耶律洪熙	191.57637	55.571777	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
112007	509	钥匙老人	剧场传送人	139.478333	116.14386	1	1	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
112101	509	霍山女刺客	70级 霍山女刺客	207	167	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
112104	509	突厥毒蝎	70级 突厥毒蝎	45	46	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
112105	509	突厥毒蛛	70级 突厥毒蛛	60	76	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
112106	509	霍山刺客	70级 霍山刺客	197	178	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
112110	509	突厥毒蛙	70级 突厥毒蛙	151	193	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
112109	509	饥饿的狼	70级 饥饿的狼	177	51	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
112102	509	突厥先锋军	70级 突厥先锋军	86	189	0	3	怪物	q	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
112107	509	阿克蓉姬	70级 阿克蓉姬	170	184	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
112114	509	西辽易容师	西辽易容师	190	158	0	-1	风景	b		0					
112115	509	无人的山谷	无人的山谷	35	153	0	-1	风景	c		0					
112117	509	城外	城外	140	162	0	-1	风景	c		0					
112116	509	宫殿处	宫殿处	127.5	95	0	-1	风景	g		0					
112112	509	穆斯林的箱子	穆斯林的箱子	66	81	0	-1	风景	m		0					
112113	509	桃树	桃树	211	157	0	-1	风景	t		0					
112111	509	勇士遗骸	勇士遗骸	185	62	0	-1	风景	y		0					
#	西辽碎叶城	25000	25999								0					
113000	507	拔都	拔都	98.2752	63.452248	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113001	507	成吉思汗	成吉思汗	163.827652	39.671925	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113002	507	蒙哥	蒙哥	145.093292	103.578827	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113003	507	郭宝玉	郭宝玉	190.214539	197.382172	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113004	507	旭烈兀	旭烈兀	110.998428	166.008545	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113006	507	直古鲁	直古鲁	45.056328	115.396049	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113007	507	天宸禅师	天宸禅师	123.352821	51.32444	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113008	507	小和尚	小和尚	126.393646	52.935513	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113009	507	耶律楚材	耶律楚材	144.028549	101.039223	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113010	507	忽必烈	忽必烈	146.658035	101.788834	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113011	507	钥匙老人	剧场传送人	142.364716	53.337193	1	1	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
113012	507	拜答尔	拜答尔	164.134277	102.438904	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113013	507	合丹	合丹	152.357742	71.864952	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113020	507	被抓的百姓	被抓的百姓	227.570786	174.320679	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113061	507	米尔答	米尔答	99.448769	67.08239	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113062	507	答尔米	答尔米	92.666496	31.52792	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113063	507	被囚困的百姓	被囚困的百姓	60	58	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113064	507	被救的百姓	被救的百姓	202	152	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113065	507	屈出律	屈出律	118.870399	223.200943	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113100	507	驯服的棕熊	65级 驯服的棕熊	168	185	0	3	怪物	z	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113101	507	吉丁达	65级 吉丁达	88.895279	33.777794	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113102	507	驯兽师	65级 驯兽师	225.715164	173.305679	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113103	507	羊头怪人	65级 羊头怪人	90.553848	90.360405	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113104	507	西辽将军	65级 西辽将军	42.199444	109.354233	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113105	507	西辽士兵	65级 西辽士兵	50	109	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113106	507	唤龙萨满	65级 唤龙萨满	193.304153	190.804977	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113107	507	怒水雏龙	65级 怒水雏龙	188.671356	191.278961	0	3	怪物	n	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113109	507	烈火雏龙	65级 烈火雏龙	198.600525	198.363861	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113111	507	烁金雏龙	65级 烁金雏龙	188.756088	203.075653	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113112	507	西辽伏兵	65级 西辽伏兵	105	168	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113113	507	屈出律近卫	65级 屈出律近卫	116	206	0	3	怪物	q	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113115	507	三头魔龙	65级 三头魔龙	169	221	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113120	507	东南高地	东南高地	169	221	0	-1	风景	x		0					
113121	507	被抓的百姓	被抓的百姓	38	113.13163	0	-1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
113122	507	吉石达	65级 吉石达	65.807053	57.652687	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113123	507	吉垒达	65级 吉垒达	38.003342	38.005051	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
113124	507	东南山地	东南山地	202	152	0	-1	风景	d		0					
#	突厥红沙漠	26000	26999								0					
114007	508	钥匙老人	剧场传送人	220.208939	214.727631	1	1	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
114001	508	塞维斯	塞维斯	102.381546	140.78653	1	1	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
114006	508	旭烈兀	旭烈兀	177	89	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
114000	508	别勒古台	别勒古台	212.897141	215.755295	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
114021	508	巴里黑	75级 巴里黑	125	74	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
114028	508	伪装的拔都	伪装的拔都	78.260338	81.114334	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
114032	508	拜尔答	拜尔答	108.110214	124.665985	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
114033	508	贵由	贵由	208.5	125.5	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
114029	508	郭宝玉	郭宝玉	213.465546	127.343475	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
114008	508	蒙哥	蒙哥	149	162	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
114020	508	哈喇察	75级 哈喇察	103	75	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
