INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	CNC	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	STRING
30309	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		29	10000	1	32400	111	0	0	0	0	0	118204	0	0	0	100	0	0	0	14	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	56	100	-1		怪物	
30310	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		34	10000	1	38000	145	0	0	0	0	0	217632	0	0	0	105	0	0	0	17	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
30311	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		39	10000	1	43200	254	0	0	0	0	0	297057	0	0	0	110	0	0	0	26	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	58	100	-1		怪物	
30312	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		44	10000	1	87840	351	0	0	0	0	0	478609	0	0	0	115	0	0	0	35	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	59	100	-1		怪物	
30313	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		49	10000	1	97920	447	0	0	0	0	0	584314	0	0	0	120	0	0	0	44	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	60	100	-1		怪物	
30314	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		54	10000	1	108000	496	0	0	0	0	0	821295	0	0	0	125	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	61	100	-1		怪物	
30315	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		59	10000	1	118080	585	0	0	0	0	0	1014042	0	0	0	130	0	5	0	88	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	62	100	-1		怪物	
30316	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		64	10000	1	128160	646	0	0	0	0	0	1235610	0	0	0	135	0	5	0	97	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	63	100	-1		怪物	
30317	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		69	10000	1	138240	747	0	0	0	0	0	1476203	0	0	0	140	0	5	0	112	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
30318	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		74	10000	1	148320	882	0	0	0	0	0	1766352	0	0	0	145	0	5	0	132	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
30319	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		79	10000	1	290400	1056	0	0	0	0	0	1928284	0	0	0	150	0	5	0	158	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
30320	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		84	10000	1	307560	1543	0	0	0	0	0	2485688	0	0	0	155	0	5	0	231	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
30321	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		89	10000	1	326040	1621	0	0	0	0	0	2600989	0	0	0	160	0	5	0	243	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
30322	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		94	10000	1	344520	1642	0	0	0	0	0	2734650	0	0	0	165	0	5	0	246	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
30323	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		99	10000	1	363000	1664	0	0	0	0	0	2802218	0	0	0	170	0	5	0	249	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
30324	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		104	10000	1	381480	1965	0	0	0	0	0	3407280	0	0	0	175	37	68	73	295	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
30325	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		109	10000	1	399960	2085	0	0	0	0	0	3505860	0	0	0	180	39	73	78	313	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
30326	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		114	10000	1	418440	2209	0	0	0	0	0	3753660	0	0	0	185	42	78	83	345	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
30327	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		119	10000	1	436920	2216	0	0	0	0	0	3783900	0	0	0	190	44	83	88	346	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
30328	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		124	10000	1	455400	2452	0	0	0	0	0	4032900	0	0	0	195	47	88	93	348	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
30329	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		129	10000	1	472560	2491	0	0	0	0	0	4080780	0	0	0	200	49	93	98	349	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
30330	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		134	10000	1	491040	2505	0	0	0	0	0	4154580	0	0	0	205	52	98	103	351	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	77	100	-1		怪物	
30331	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		139	10000	1	509520	2512	0	0	0	0	0	4186860	0	0	0	210	54	103	108	352	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	78	100	-1		怪物	
30332	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		144	10000	1	528000	2528	0	0	0	0	0	4265520	0	0	0	215	57	108	113	355	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	79	100	-1		怪物	
30333	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		149	10000	1	546480	2535	0	0	0	0	0	4299180	0	0	0	220	59	113	118	356	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	80	100	-1		怪物	
30334	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		154	10000	1	564960	2551	0	0	0	0	0	4381260	0	0	0	225	62	118	123	358	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	81	100	-1		怪物	
30335	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		159	10000	1	583440	2558	0	0	0	0	0	4415700	0	0	0	230	64	123	128	359	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	82	100	-1		怪物	
30336	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		22	10000	1	1220	32	0	0	0	0	0	7840	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	55	100	-1		怪物	
30337	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		27	10000	1	1500	57	0	0	0	0	0	9996	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	56	100	-1		怪物	
30338	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		32	10000	1	1780	89	0	0	0	0	0	18237	0	0	0	103	0	0	0	3	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
30339	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		37	10000	1	2060	177	0	0	0	0	0	25143	0	0	0	108	0	0	0	6	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	58	100	-1		怪物	
30340	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		42	10000	1	4212	266	0	0	0	0	0	41517	0	0	0	113	0	0	0	9	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	59	100	-1		怪物	
30341	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		47	10000	1	4716	353	0	0	0	0	0	50966	0	0	0	118	0	0	0	12	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	60	100	-1		怪物	
30342	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		52	10000	1	5220	397	0	0	0	0	0	71708	0	0	0	123	0	5	0	20	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	61	100	-1		怪物	
30343	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		57	10000	1	5688	476	0	0	0	0	0	88726	0	0	0	128	0	5	0	24	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	62	100	-1		怪物	
30344	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		62	10000	1	6192	530	0	0	0	0	0	108326	0	0	0	133	0	5	0	26	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	63	100	-1		怪物	
30345	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		67	10000	1	6696	621	0	0	0	0	0	129578	0	0	0	138	0	5	0	31	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
30346	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		72	10000	1	7200	749	0	0	0	0	0	154809	0	0	0	143	0	5	0	37	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
30347	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		77	10000	1	14124	914	0	0	0	0	0	169203	0	0	0	148	0	5	0	45	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
30348	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		82	10000	1	15048	1279	0	0	0	0	0	217396	0	0	0	153	0	5	0	64	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
30349	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		87	10000	1	15972	1461	0	0	0	0	0	228771	0	0	0	158	0	5	0	73	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
30350	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		92	10000	1	16896	1474	0	0	0	0	0	240652	0	0	0	163	0	5	0	73	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
30351	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		97	10000	1	17820	1487	0	0	0	0	0	246658	0	0	0	168	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
30352	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		102	10000	1	18678	1567	0	0	0	0	0	321246	0	0	0	173	37	68	73	78	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
30353	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		107	10000	1	19602	1770	0	0	0	0	0	343596	0	0	0	178	39	73	78	88	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
30354	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		112	10000	1	20526	1855	0	0	0	0	0	374160	0	0	0	183	42	78	83	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
30355	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		117	10000	1	21450	1857	0	0	0	0	0	377184	0	0	0	188	44	83	88	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
30356	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		122	10000	1	22374	1974	0	0	0	0	0	400392	0	0	0	193	47	88	93	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
30357	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		127	10000	1	23298	2072	0	0	0	0	0	405174	0	0	0	198	49	93	98	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
30358	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		132	10000	1	24222	2107	0	0	0	0	0	414180	0	0	0	203	52	98	103	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	77	100	-1		怪物	
30359	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		137	10000	1	25146	2109	0	0	0	0	0	417408	0	0	0	208	54	103	108	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	78	100	-1		怪物	
30360	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		142	10000	1	26070	2115	0	0	0	0	0	425202	0	0	0	213	57	108	113	100	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	79	100	-1		怪物	
30361	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		147	10000	1	26928	2117	0	0	0	0	0	428574	0	0	0	218	59	113	118	100	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	80	100	-1		怪物	
30362	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		152	10000	1	27852	2122	0	0	0	0	0	436710	0	0	0	223	62	118	123	100	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	81	100	-1		怪物	
30363	0	条顿骑士	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_11	3313	10	1	0	3000	1000									3		157	10000	1	28776	2125	0	0	0	0	0	440148	0	0	0	228	64	123	128	100	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	82	100	-1		怪物	
30364	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		22	10000	1	1220	32	0	0	0	0	0	7840	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	55	100	-1		怪物	
30365	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		27	10000	1	1500	57	0	0	0	0	0	9996	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	56	100	-1		怪物	
30366	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		32	10000	1	1780	89	0	0	0	0	0	18237	0	0	0	103	0	0	0	3	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
30367	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		37	10000	1	2060	177	0	0	0	0	0	25143	0	0	0	108	0	0	0	6	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	58	100	-1		怪物	
30368	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		42	10000	1	4212	266	0	0	0	0	0	41517	0	0	0	113	0	0	0	9	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	59	100	-1		怪物	
30369	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		47	10000	1	4716	353	0	0	0	0	0	50966	0	0	0	118	0	0	0	12	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	60	100	-1		怪物	
30370	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		52	10000	1	5220	397	0	0	0	0	0	71708	0	0	0	123	0	5	0	20	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	61	100	-1		怪物	
30371	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		57	10000	1	5688	476	0	0	0	0	0	88726	0	0	0	128	0	5	0	24	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	62	100	-1		怪物	
30372	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		62	10000	1	6192	530	0	0	0	0	0	108326	0	0	0	133	0	5	0	26	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	63	100	-1		怪物	
30373	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		67	10000	1	6696	621	0	0	0	0	0	129578	0	0	0	138	0	5	0	31	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
30374	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		72	10000	1	7200	749	0	0	0	0	0	154809	0	0	0	143	0	5	0	37	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
30375	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		77	10000	1	14124	914	0	0	0	0	0	169203	0	0	0	148	0	5	0	45	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
30376	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		82	10000	1	15048	1279	0	0	0	0	0	217396	0	0	0	153	0	5	0	64	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
30377	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		87	10000	1	15972	1461	0	0	0	0	0	228771	0	0	0	158	0	5	0	73	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
30378	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		92	10000	1	16896	1474	0	0	0	0	0	240652	0	0	0	163	0	5	0	73	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
30379	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		97	10000	1	17820	1487	0	0	0	0	0	246658	0	0	0	168	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
30380	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		102	10000	1	18678	1567	0	0	0	0	0	321246	0	0	0	173	37	68	73	78	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
30381	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		107	10000	1	19602	1770	0	0	0	0	0	343596	0	0	0	178	39	73	78	88	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
30382	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		112	10000	1	20526	1855	0	0	0	0	0	374160	0	0	0	183	42	78	83	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
30383	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		117	10000	1	21450	1857	0	0	0	0	0	377184	0	0	0	188	44	83	88	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
30384	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		122	10000	1	22374	1974	0	0	0	0	0	400392	0	0	0	193	47	88	93	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
30385	0	善堂骑士	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_1	4208	10	1	0	3000	1000									3		127	10000	1	23298	2072	0	0	0	0	0	405174	0	0	0	198	49	93	98	99	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
