INT	STRING	STRING	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
851	王城银币商店	波斯工艺术特殊类物品配方店	1	1	1	0	0	0	100000	40	0	0	0	12224021	1	-1	-1	100	12224022	1	-1	-1	100	12224023	1	-1	-1	100	12223106	1	-1	-1	100	12223302	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
852	大都银币商店	波斯工艺术戒指类饰品配方店	1	1	1	0	0	0	100000	40	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
853	大都银币商店	波斯工艺术手镯类饰品配方店	1	1	1	0	0	0	100000	40	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
854	大都银币商店	波斯工艺术项链类饰品配方店	1	1	1	0	0	0	100000	40	0	0	0	12223600	1	-1	-1	100	12223601	1	-1	-1	100	12223602	1	-1	-1	100	12223603	1	-1	-1	100	12223604	1	-1	-1	100	12223605	1	-1	-1	100	12223606	1	-1	-1	100	12223607	1	-1	-1	100	12223608	1	-1	-1	100	12223609	1	-1	-1	100	12223610	1	-1	-1	100	12223611	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
855	大都银币商店	波斯工艺术特殊类物品配方店	1	1	1	0	0	0	100000	40	0	0	0	12224024	1	-1	-1	100	12223502	1	-1	-1	100	12223702	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
####以下是	杂货商店	杂货商店																				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100				-1	100
901	声望店,大红，蓝	声望店,大红，蓝	1	4	1	0	0	0	100000	40	0	0	0	12010004	1	-1	10	100	12010005	1	-1	30	100	12010006	1	-1	50	100	12010007	1	-1	70	100	12010008	1	-1	90	100	12010009	1	-1	120	100	12010010	1	-1	150	100	12020001	1	-1	100	100	12020002	1	-1	100	100	12020003	1	-1	100	100	12020004	1	-1	100	100	12020005	1	-1	100	100	12020006	1	-1	100	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
902	荣誉店	荣誉店	1	5	1	0	0	0	100000	40	0	0	0	10011101	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
903	金币商店	跳舞商店	1	3	1	0	0	0	100000	40	0	0	0	12030011	1	-1	250	100	12030012	1	-1	500	100	12030013	1	-1	1000	100	12030014	1	-1	2000	100	12030017	1	-1	2000	100	12250006	1	-1	5000	100	12250007	1	-1	10000	100	12250002	1	-1	20000	100	12250003	1	-1	40000	100	12250004	1	-1	40000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
904	新手商店	新手商店	1	1	1	0	0	0	100000	40	0	0	0	12010001	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
905	背包商店	背包商店	1	1	1	0	0	0	100000	40	0	0	0	19010001	1	-1	-1	100	19010002	1	-1	-1	100	19010003	1	-1	-1	100	19010004	1	-1	-1	100	19010005	1	-1	-1	100	19010006	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
906	杂货商店	杂货商店	1	1	1	0	0	0	100000	40	0	0	0	12030020	1	-1	-1	100	12030027	1	-1	-1	100	11990001	1	-1	-1	100	12030007	1	-1	-1	100	11990017	1	-1	-1	100	12250008	1	-1	-1	100	11010121	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
907	杂货商店	生活技能材料店	1	1	1	0	0	0	100000	40	0	0	0	11030601	1	-1	-1	100	11030602	1	-1	-1	100	11030632	1	-1	-1	100	11030633	1	-1	-1	100	11030603	1	-1	-1	100	11030634	1	-1	-1	100	11990201	1	-1	-1	100	11990202	1	-1	-1	100	11990203	1	-1	-1	100	11990204	1	-1	-1	100	11990205	1	-1	-1	100	11990206	1	-1	-1	100	11990207	1	-1	-1	100	11990308	1	-1	-1	100	11990301	1	-1	-1	100	11990302	1	-1	-1	100	11990303	1	-1	-1	100	11990304	1	-1	-1	100	11990305	1	-1	-1	100	11990306	1	-1	-1	100	11990307	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
908	威望商店	威望商店	1	9	1	0	0	0	100000	40	0	0	0	12050408	1	-1	50000	100	12050409	1	-1	50000	100	12050410	1	-1	50000	100	12050411	1	-1	50000	100	12050412	1	-1	50000	100	12050413	1	-1	20000	100	12050414	1	-1	20000	100	12050415	1	-1	20000	100	12050416	1	-1	20000	100	12050417	1	-1	20000	100	12050418	1	-1	100000	100	12050419	1	-1	250000	100	12050420	1	-1	300000	100	12050421	1	-1	350000	100	12050422	1	-1	400000	100	11000546	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
909	银票商店	银票商店	1	3	1	0	0	0	100000	40	0	0	0	11060001	1	-1	1000	100	11060002	1	-1	5000	100	11060003	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100	0	1	1	-1	100
910	米店	米店	1	1	1	0	0	0	100000	40	0	0	0	11070001	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100	0	1	1	-1	100
911	药店	药店	1	1	1	0	0	0	100000	40	0	0	0	11070002	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100	0	1	1	-1	100
912	水果店	水果店	1	1	1	0	0	0	100000	40	0	0	0	11070003	1	-1	-1	100	11070004	1	-1	-1	100	0	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100	0	1	1	-1	100
913	茶店	茶店	1	1	1	0	0	0	100000	40	0	0	0	11070005	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	10000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100	0	1	1	-1	100
914	珍宝商店	珍宝商店	1	3	1	0	0	0	100000	40	0	0	0	11960001	1	-1	9	100	11960002	1	-1	14	100	11960003	1	-1	23	100	11960004	1	-1	36	100	11960005	1	-1	49	100	11960006	1	-1	63	100	11960007	1	-1	76	100	11960008	1	-1	89	100	11960009	1	-1	111	100	11960010	1	-1	146	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100	0	1	1	-1	100
915	骑乘商店	骑乘商店	1	3	1	0	0	0	100000	40	0	0	0	12050231	1	-1	32000	100	12050232	1	-1	32000	100	12050233	1	-1	32000	100	12050234	1	-1	45000	100	12050236	1	-1	85000	100	12050237	1	-1	85000	100	12050238	1	-1	85000	100	12050239	1	-1	120000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
916	技能商店	技能商店	1	3	1	0	0	0	100000	40	0	0	0	12052472	1	-1	10000	100	12052482	1	-1	10000	100	12052492	1	-1	10000	100	12052532	1	-1	10000	100	12052122	1	-1	10000	100	12052132	1	-1	10000	100	12052142	1	-1	10000	100	12052542	1	-1	10000	100	12052092	1	-1	10000	100	12052102	1	-1	10000	100	12052112	1	-1	10000	100	12052602	1	-1	10000	100	12052622	1	-1	10000	100	12052152	1	-1	10000	100	12052162	1	-1	10000	100	12052662	1	-1	20000	100	12052672	1	-1	20000	100	12052682	1	-1	20000	100	12052692	1	-1	20000	100	12052702	1	-1	20000	100	12052712	1	-1	20000	100	12052652	1	-1	45000	100	12052502	1	-1	45000	100	12052632	1	-1	45000	100	12052512	1	-1	45000	100	12052612	1	-1	45000	100	12052642	1	-1	45000	100	12052552	1	-1	50000	100	12052562	1	-1	50000	100	12052572	1	-1	50000	100	12052582	1	-1	50000	100	12052592	1	-1	50000	100	12052522	1	-1	50000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100
917	技能商店	技能商店	1	3	1	0	0	0	100000	40	0	0	0	12052473	1	-1	25000	100	12052483	1	-1	25000	100	12052493	1	-1	25000	100	12052533	1	-1	25000	100	12052123	1	-1	25000	100	12052133	1	-1	25000	100	12052143	1	-1	25000	100	12052543	1	-1	25000	100	12052093	1	-1	25000	100	12052103	1	-1	25000	100	12052113	1	-1	25000	100	12052603	1	-1	25000	100	12052623	1	-1	25000	100	12052153	1	-1	25000	100	12052163	1	-1	25000	100	12052663	1	-1	45000	100	12052673	1	-1	45000	100	12052683	1	-1	45000	100	12052693	1	-1	45000	100	12052703	1	-1	45000	100	12052713	1	-1	45000	100	12052653	1	-1	80000	100	12052503	1	-1	80000	100	12052633	1	-1	80000	100	12052513	1	-1	80000	100	12052613	1	-1	80000	100	12052643	1	-1	80000	100	12052523	1	-1	80000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100
918	技能商店	技能商店	1	3	1	0	0	0	100000	40	0	0	0	12052474	1	-1	45000	100	12052484	1	-1	45000	100	12052494	1	-1	45000	100	12052534	1	-1	45000	100	12052124	1	-1	45000	100	12052134	1	-1	45000	100	12052144	1	-1	45000	100	12052544	1	-1	45000	100	12052094	1	-1	45000	100	12052104	1	-1	45000	100	12052114	1	-1	45000	100	12052604	1	-1	45000	100	12052624	1	-1	45000	100	12052154	1	-1	45000	100	12052164	1	-1	45000	100	12052664	1	-1	80000	100	12052674	1	-1	80000	100	12052684	1	-1	80000	100	12052694	1	-1	80000	100	12052704	1	-1	80000	100	12052714	1	-1	80000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100	0	1	1	-1	100
919	积分商店	积分商店(武士)	1	10	1	0	0	0	100000	40	0	0	0	10019700	1	-1	1080	100	10077700	1	-1	650	100	10238700	1	-1	900	100	10208700	1	-1	850	100	10268700	1	-1	500	100	10248700	1	-1	350	100	10258700	1	-1	650	100	10278700	1	-1	650	100	10284061	1	-1	750	100	10294061	1	-1	750	100	10019701	1	-1	3240	100	10077701	1	-1	1950	100	10238760	1	-1	2700	100	10208760	1	-1	2550	100	10268760	1	-1	1950	100	10248760	1	-1	1050	100	10258760	1	-1	1500	100	10278760	1	-1	1950	100	10284071	1	-1	1750	100	10294071	1	-1	1750	100	11000121	1	-1	400	100	11000545	1	-1	900	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	3	-1	100	0	1	1	-1	100	0	1	1	-1	100
