INT	INT	STRING	STRING	STRING	STRING	STRING
1921	0	下列哪种动物属于鸟类？	梅花鹿	野鲮	龙蜥	杂色吸蜜鹦鹉
1922	0	下列哪种动物属于鸟类？	袋鼠	异鳗	陆龟	詹代亚锥尾鹦鹉
1923	0	两性外表差异最明显的鹦鹉叫什么？	考拉	阴影绒毛鲨	瘰鳞蛇	折衷鹦鹉
1924	0	下列哪种动物属于鸟类？	食蚁兽	银鲴鱼	麻蜥	鹧鸪
1925	0	下列哪种动物属于鸟类？	狼	银鳗	盲蛇	珍珠锥尾鹦鹉
1926	0	下列哪种动物属于鸟类？	狈	蚓鳗	蟒蛇	啄木鸟
1927	0	下列哪种动物属于鸟类？	豺	印尼鳗	美丽陆龟	啄羊鹦鹉
1928	0	善于学习语言的动物是第几项？	河马	鳙鱼	美洲鬣蜥	紫腹吸蜜鹦鹉
1929	0	善于学习语言的动物是第几项？	骡子	油康吉鳗	美洲闪鳞蛇	紫冠吸蜜鹦鹉
1930	0	善于学习语言的动物是第几项？	骆驼	远海长尾鲨	美洲蜥蜴	紫红尾锥尾鹦鹉
1931	0	Trichoglossus rubiginosus鹦鹉的中文名叫什么？	藏羚羊	杂色杜文鱼	南蜥	紫红吸蜜鹦鹉
1932	0	善于学习语言的动物是第几项？	驼鹿	哲罗鱼	泥龟	紫颈吸蜜鹦鹉
1933	0	善于学习语言的动物是第几项？	牦牛	真鲨	鸟臀	紫项吸蜜鹦鹉
1934	0	善于学习语言的动物是第几项？	角马	真鲨	屏蜥	棕榈吸蜜鹦鹉
1935	0	善于学习语言的动物是第几项？	猛犸	直口鲮	婆罗蜥	棕胸锥尾鹦鹉
1936	0	哪种动物鸟体为绿色；头顶後方和颈部为棕色，并带有不同程度的小面积橘黄色羽毛？	东北虎	中华鲅鱼	鳍龙	纵纹吸蜜鹦鹉
1937	0	世界上能飞行的体重最大的鸟类是哪个？	西伯利亚虎	中华锯倒刺鲃	秦岭滑蜥	柯利鸟
1938	0	现已驯化为肉用家禽的动物是哪个？	阿穆尔虎	中华鲟	曲颈龟	火鸡
1939	0	雄鸟和雌鸟的体形相差十分悬殊的鸟类叫什么？	乌苏里虎	锥齿鲨	蠕虫状蜥蜴	大鸨
1940	0	能一边飞翔一边睡觉的鸟类叫什么？	满洲虎	麦穗鱼	沙虎	王信天翁
1941	0	善于学习语言的动物是第几项？	阿鲁双眼无花果鹦鹉	东北虎	乌龟 	瓜头海豚
1942	0	哪种鸟主要栖息于印尼的帝汶岛？它们的外型和桑巴吸蜜（Sumba Lorikeet）很类似。	艾德华氏虹彩吸蜜鹦鹉	西伯利亚虎	海龟 	伪虎鲸
1943	0	善于学习语言的动物是第几项？	爱德华无花果鹦鹉	阿穆尔虎	大鲵 	范库弗狼
1944	0	善于学习语言的动物是第几项？	安第斯鹦哥	乌苏里虎	蝾螈 	小瀑布山狼
1945	0	善于学习语言的动物是第几项？	暗色鹦哥	满洲虎	青蛙 	哈德逊湾狼
1946	0	善于学习语言的动物是第几项？	白额鹦鹉	朝鲜虎	鳖 	马尼托巴狼
1947	0	哪种动物的幼鸟的成长速度很慢，30-40天大时才会开始生出毛管？	白腹凯克鹦鹉	华南虎	蟾蜍	北落基山狼
1948	0	善于学习语言的动物是第几项？	白帽鹦鹉	巴厘虎	短头蛙	拉布拉多狼
1949	0	善于学习语言的动物是第几项？	拜氏鹦鹉	东南亚虎	树蛙	亚历山大群岛狼
1950	0	善于学习语言的动物是第几项？	斑点金刚鹦鹉 	印支虎	飞蛙	东部森林狼
1951	0	善于学习语言的动物是第几项？	斑色金刚鹦鹉 	爪哇虎	雨蛙	密歇根苔原狼
1952	0	什么动物性情承袭了亲鸟波芬氏金刚和绿翅金刚的友善活泼，因此相当适合作为家居宠物鸟？	波芬文恩金刚鹦鹉 	苏门答腊虎	黑掌树蛙	巴芬岛苔原狼
1953	0	善于学习语言的动物是第几项？	布鲁芬氏金刚鹦鹉 	孟加拉虎	黑蹼树蛙	蒙古狼
1954	0	善于学习语言的动物是第几项？	布鲁克氏虹彩吸蜜鹦鹉	里海虎	卵齿蟾	德克萨斯灰狼
1955	0	善于学习语言的动物是第几项？	长尾鹦鹉	新疆虎	南美牛蛙	大平原狼
1956	0	体型纤小，尾部较短，体长约13厘米左右？通体羽毛呈绿色，头部为橙色的鸟叫什么？	橙额短尾鹦鹉	黑蓝虎	北美牛蛙	布法罗狼
1957	0	善于学习语言的动物是第几项？	橙颏鹦哥	白虎	饰纹角花蟾	密歇根山谷狼
1958	0	善于学习语言的动物是第几项？	橙胸无花果鹦鹉	雪虎	温室蟾	格陵兰狼
1959	0	以下哪种动物善于飞行并且可以用利爪爬树？	纯色鹦哥	东南亚虎	亚马逊角蛙	阿拉斯加内陆狼
1960	0	哪种动物头部和军舰金刚非常类似，鸟喙前端有著红色的羽毛，头顶为绿色？	酢浆草金刚鹦鹉 	印支虎	耳蛙	阿拉斯加苔原狼
1961	0	以下哪种动物善于飞行并且可以用利爪爬树？	达扎丕虹彩吸蜜鹦鹉	哈德逊湾狼	龟蟾	南落基山狼
1962	0	以下哪种动物善于飞行并且可以用利爪爬树？	大绯胸鹦鹉	东北刚果狮	火腹蟾蜍	苔原狼
1963	0	以下哪种动物善于飞行并且可以用利爪爬树？	德拜鹦鹉	安哥拉狮	产婆蟾	阿拉伯狼
1964	0	以下哪种动物善于飞行并且可以用利爪爬树？	德氏无花果鹦鹉	欧洲狮	盘舌蟾	西伯利亚平原狼
1965	0	哪种鸟的体色较浅，头部为深蓝色并且带有浅色的斑纹；胸部为绯红色，并带有深蓝色的细窄滚边？	底波兰奇氏虹彩吸蜜鹦鹉	刚果狮	异舌蟾	俄罗斯狼
1966	0	以下哪种动物善于飞行并且可以用利爪爬树？	短尾鹦鹉	德兰士瓦狮	滑跖蟾	里海狼
1967	0	以下哪种动物善于飞行并且可以用利爪爬树？	非洲黑鹦鹉	巴巴里狮	负子蟾	西班牙狼
1968	0	以下哪种动物善于飞行并且可以用利爪爬树？	非洲灰鹦鹉	斑点狮	苏利南蟾	日本狼
1969	0	以下哪种动物善于飞行并且可以用利爪爬树？	菲律宾短尾鹦鹉	马赛狮	髭蟾	本洲狼
1970	0	"哪种动物是七彩缤纷的小鹦鹉, 深橙色的额头和脸颊, 配以黄色的前胸,青绿色的身体,,紫蓝色的尾,一对镶着白边的眼睛,鲜红色的嘴,灰色的脚,非常漂亮可爱？"	费氏情侣鹦鹉	开普狮	峨眉髭蟾	意大利狼
1971	0	以下哪种动物善于飞行并且可以用利爪爬树？	佛斯坦氏虹彩吸蜜鹦鹉	东非狮	崇安髭蟾	中国狼
1972	0	以下哪种动物善于飞行并且可以用利爪爬树？	噶德玫氏无花果鹦鹉	亚洲狮	雷山髭蟾	埃及狼
1973	0	以下哪种动物善于飞行并且可以用利爪爬树？	橄榄绿虹彩吸蜜鹦鹉	塞内加尔狮	瑶山髭蟾	普通狼
1974	0	Bolborhynchus aurifrons鹦鹉又称什么？	高山鹦哥	索马里狮	哀牢髭蟾	奥匈狼
1975	0	以下哪种动物善于飞行并且可以用利爪爬树？	哈特氏双眼无花果鹦鹉	喀啦哈里狮	齿蟾	亚洲狼
1976	0	以下哪种动物善于飞行并且可以用利爪爬树？	乌龟 	海角鹦鹉	瓜头海豚	伊比利亚狼
1977	0	以下哪种动物善于飞行并且可以用利爪爬树？	海龟 	黑翅情侣鹦鹉	伪虎鲸	西伯利亚虎
1978	0	以下哪种动物善于飞行并且可以用利爪爬树？	大鲵 	黑喉虹彩吸蜜鹦鹉	范库弗狼	阿穆尔虎
1979	0	Black-cheeked Orange-breasted Fig鹦鹉也叫什么？	蝾螈 	黑颊橙胸无花果鹦鹉	小瀑布山狼	乌苏里虎
1980	0	以下哪种动物善于飞行并且可以用利爪爬树？	青蛙 	黑脸情侣鹦鹉	哈德逊湾狼	满洲虎
1981	0	以下哪种动物善于飞行并且可以用利爪爬树？	鳖 	黑领情侣鹦鹉	马尼托巴狼	朝鲜虎
1982	0	以下哪种动物善于飞行并且可以用利爪爬树？	蟾蜍	横斑鹦哥	北落基山狼	华南虎
1983	0	美国人用绯红金刚鹦鹉+栗额金刚鹦鹉培育出的鹦鹉叫什么？	短头蛙	红班栗额金刚鹦鹉	拉布拉多狼	巴厘虎
1984	0	以下哪种动物善于飞行并且可以用利爪爬树？	树蛙	红宝石金刚鹦鹉 	亚历山大群岛狼	东南亚虎
1985	0	以下哪种动物善于飞行并且可以用利爪爬树？	飞蛙	红背短尾鹦鹉	东部森林狼	印支虎
1986	0	下列哪种动物属于鸟类？	雨蛙	红腹鹦鹉	密歇根苔原狼	爪哇虎
1987	0	下列哪种动物属于鸟类？	黑掌树蛙	红脸情侣鹦鹉	巴芬岛苔原狼	苏门答腊虎
1988	0	下列哪种动物属于鸟类？	黑蹼树蛙	红领虹彩吸蜜鹦鹉	蒙古狼	孟加拉虎
1989	0	下列哪种动物属于鸟类？	卵齿蟾	红领绿鹦鹉	德克萨斯灰狼	里海虎
1990	0	哪种鸟食物中，无花果占了最重要的部分，觅食时安静，动作敏捷快速？	南美牛蛙	红眉双眼无花果鹦鹉	大平原狼	新疆虎
1991	0	下列哪种动物属于鸟类？	北美牛蛙	红胸侏鹦鹉	布法罗狼	黑蓝虎
1992	0	下列哪种动物属于鸟类？	饰纹角花蟾	红嘴鹦哥	密歇根山谷狼	白虎
1993	0	下列哪种动物属于鸟类？	温室蟾	虹彩吸蜜鹦鹉	格陵兰狼	雪虎
1994	0	哪种动物鸟体为绿色，头部粉红色，到了头部后方、颈部均变为蓝紫色？	亚马逊角蛙	花头鹦鹉	阿拉斯加内陆狼	东南亚虎
1995	0	下列哪种动物属于鸟类？	耳蛙	华里斯氏无花果鹦鹉	阿拉斯加苔原狼	印支虎
1996	0	下列哪种动物属于鸟类？	龟蟾	环南无花果鹦鹉	南落基山狼	哈德逊湾狼
1997	0	下列哪种动物属于鸟类？	火腹蟾蜍	黄翅斑鹦哥	苔原狼	东北刚果狮
1998	0	下列哪种动物有美丽的羽毛？	产婆蟾	黄顶侏鹦鹉	阿拉伯狼	安哥拉狮
1999	0	下列哪种动物有美丽的羽毛？	盘舌蟾	黄喉短尾鹦鹉	西伯利亚平原狼	欧洲狮
2000	0	哪种动物鸟体为绿色，前额、头顶和脸颊上方为黄色；胸部、腹部、大腿和尾巴内侧覆羽为黄绿色？	异舌蟾	黄面鹦鹉	俄罗斯狼	刚果狮
2001	0	下列哪种动物有美丽的羽毛？	滑跖蟾	黄腿凯克鹦鹉	里海狼	德兰士瓦狮
2002	0	下列哪种动物有美丽的羽毛？	负子蟾	黄尾凯克鹦鹉	西班牙狼	巴巴里狮
2003	0	下列哪种动物有美丽的羽毛？	苏利南蟾	黄胸侏鹦鹉	日本狼	斑点狮
2004	0	下列哪种动物有美丽的羽毛？	髭蟾	灰颊鹦哥	本洲狼	马赛狮
2005	0	体长20CM，外表相当可爱美丽，拥有可爱、安静、声音悦耳等迷人特质的宠物鸟叫什么？	峨眉髭蟾	灰巾鹦哥	意大利狼	开普狮
2006	0	下列哪种动物有美丽的羽毛？	崇安髭蟾	灰蓝头鹦鹉	中国狼	东非狮
2007	0	下列哪种动物有美丽的羽毛？	雷山髭蟾	灰头情侣鹦鹉	埃及狼	亚洲狮
2008	0	下列哪种动物有美丽的羽毛？	瑶山髭蟾	回声鹦鹉	普通狼	塞内加尔狮
2009	0	下列哪种动物有美丽的羽毛？	哀牢髭蟾	火燄金刚鹦鹉	奥匈狼	索马里狮
2010	0	爪十分长，雄鸟有华丽的羽毛，以食昆虫为主的小型鹦鹉叫什么？	齿蟾	吉温侏鹦鹉	亚洲狼	喀啦哈里狮
2011	0	下列哪种动物有美丽的羽毛？	瓜头海豚	乌龟	贾丁氏鹦鹉	北极茴鱼
2012	0	下列哪种动物有美丽的羽毛？	伪虎鲸	海龟 	金翅斑鹦哥	北鳅
2013	0	下列哪种动物有美丽的羽毛？	范库弗狼	大鲵 	金丝翅鹦哥	比目鱼
2014	0	下列哪种动物有美丽的羽毛？	小瀑布山狼	蝾螈 	卡布里金刚鹦鹉 	鳊鱼
2015	0	Coxen’s Fig鹦鹉疑似绝种，它的中文名叫什么？	哈德逊湾狼	青蛙 	卡克什恩无花果鹦鹉	扁鲨
2016	0	下列哪种动物有美丽的羽毛？	马尼托巴狼	鳖 	卡洛沙金刚鹦鹉 	扁头平鳅
2017	0	下列哪种动物有美丽的羽毛？	北落基山狼	蟾蜍	卡米洛特金刚鹦鹉 	波鱼大海鲢
2018	0	下列哪种动物有美丽的羽毛？	拉布拉多狼	短头蛙	卡塔利那金刚鹦鹉 	玻璃鳗
2019	0	下列哪种动物有美丽的羽毛？	亚历山大群岛狼	树蛙	莱呈瑙氏橙胸无花果鹦鹉	玻璃鱼
2020	0	什么动物常倒挂在枝条上休息，身高大约12厘米，平均寿命15年左右？	东部森林狼	飞蛙	蓝冠短尾鹦鹉	草鲤
2021	0	请选出爱鸣叫的鸟类？	密歇根苔原狼	雨蛙	蓝脸虹彩吸蜜鹦鹉	草鱼
2022	0	请选出爱鸣叫的鸟类？	巴芬岛苔原狼	黑掌树蛙	蓝头鹦哥	鲳鱼
2023	0	请选出爱鸣叫的鸟类？	蒙古狼	黑蹼树蛙	鳞头鹦哥	长鳍金枪鱼
2024	0	哪种动物成熟的母鸟在腹部、腰部、背部与尾部有亮眼的蓝色，公鸟则无？	德克萨斯灰狼	卵齿蟾	鲁佩氏鹦鹉	长鳍鳍鲇鱼
2025	0	请选出爱鸣叫的鸟类？	大平原狼	南美牛蛙	绿短尾鹦鹉	长尾鲨
2026	0	请选出爱鸣叫的鸟类？	布法罗狼	北美牛蛙	绿额短尾鹦鹉	长吻锯鲨
2027	0	请选出爱鸣叫的鸟类？	密歇根山谷狼	饰纹角花蟾	绿领鹦鹉	赤眼鳟
2028	0	请选出爱鸣叫的鸟类？	格陵兰狼	温室蟾	绿侏鹦鹉	锤头双髻鲨
2029	0	请选出爱鸣叫的鸟类？	阿拉斯加内陆狼	亚马逊角蛙	罗森柏格氏虹彩吸蜜鹦鹉	刺盖鱼
2030	0	哪种动物不仅会洗水浴、连泥沙浴和日光浴他们也酷爱，堪称为鹦鹉中的活化石？	阿拉斯加苔原狼	耳蛙	马岛鹦鹉	达氏鳇
2031	0	请选出爱鸣叫的鸟类？	南落基山狼	龟蟾	马拉巴鹦鹉	达氏蛇鱼
2032	0	请选出爱鸣叫的鸟类？	苔原狼	火腹蟾蜍	马仙纳氏虹彩吸蜜鹦鹉	大白鲨
2033	0	请选出爱鸣叫的鸟类？	阿拉伯狼	产婆蟾	马歇尔氏双眼无花果鹦鹉	大头鳗
2034	0	请选出爱鸣叫的鸟类？	西伯利亚平原狼	盘舌蟾	麦耶氏鹦鹉	大眼长尾鲨
2035	0	胸前的黄色比较淡，头部是淡淡的蓝绿色，翅膀外侧的主要飞行羽为蓝色的动物叫什么？	俄罗斯狼	异舌蟾	米利戈德金刚鹦鹉 	带鱼
2036	0	请选出爱鸣叫的鸟类？	里海狼	滑跖蟾	米契尔氏虹彩吸蜜鹦鹉	鲷鱼
2037	0	请选出爱鸣叫的鸟类？	西班牙狼	负子蟾	面罩情侣鹦鹉	鲽鱼
2038	0	请选出爱鸣叫的鸟类？	日本狼	苏利南蟾	摩鹿加短尾鹦鹉	东坡鲤属
2039	0	请选出爱鸣叫的鸟类？	本洲狼	髭蟾	南方绿颈吸蜜鹦鹉	东坡鱼
2040	0	念念鹦鹉头部和颈部为灰棕色，带有一点橄榄黄；耳羽为银灰色；喉咙和胸部为橄榄棕色。它又叫什么？	意大利狼	峨眉髭蟾	尼安鹦鹉	杜父鱼
2041	0	请选出爱鸣叫的鸟类？	中国狼	崇安髭蟾	尼尼勾虹彩吸蜜鹦鹉	短鳍鳗
2042	0	请选出爱鸣叫的鸟类？	埃及狼	雷山髭蟾	尼亚情侣鹦鹉	短尾线鳗
2043	0	请选出爱鸣叫的鸟类？	普通狼	瑶山髭蟾	纽玛氏橙胸无花果鹦鹉	短吻锯鲨
2044	0	请选出爱鸣叫的鸟类？	奥匈狼	哀牢髭蟾	浅蓝头虹彩吸蜜鹦鹉	多宝鱼
2045	0	请选出爱鸣叫的鸟类？	亚洲狼	齿蟾	青铜翅鹦鹉	翻车鱼
2046	0	什么动物鸟体为绿色，头部和颈部为银灰色，脸颊偶尔分布些零星的橘色羽毛，胸部和腹部为绿色？	伊比利亚狼	瓜头海豚	乌龟 	瑞氏灰头鹦鹉
2047	0	请选出爱鸣叫的鸟类？	西伯利亚虎	伪虎鲸	海龟 	萨尔瓦多橙胸无花果鹦鹉
2048	0	请选出爱鸣叫的鸟类？	阿穆尔虎	范库弗狼	大鲵 	萨尔瓦多无花果鹦鹉
2049	0	请选出爱鸣叫的鸟类？	乌苏里虎	小瀑布山狼	蝾螈 	塞内加尔鹦鹉
2050	0	请选出爱鸣叫的鸟类？	满洲虎	哈德逊湾狼	青蛙 	桑巴虹彩吸蜜鹦鹉
2051	0	Loriculus catamene鹦鹉中文名叫什么？	朝鲜虎	马尼托巴狼	鳖 	桑岛短尾鹦鹉
2052	0	第几项是常见的可飞行类宠物？	华南虎	北落基山狼	蟾蜍	沙比克橙胸无花果鹦鹉
2053	0	第几项是常见的可飞行类宠物？	巴厘虎	拉布拉多狼	短头蛙	史旺森氏虹彩吸蜜鹦鹉
2054	0	第几项是常见的可飞行类宠物？	东南亚虎	亚历山大群岛狼	树蛙	史赘斯曼氏虹彩吸蜜鹦鹉
2055	0	第几项是常见的可飞行类宠物？	印支虎	东部森林狼	飞蛙	鼠短尾鹦鹉
2056	0	第几项是常见的可飞行类宠物？	爪哇虎	密歇根苔原狼	雨蛙	双眼无花果鹦鹉
2057	0	Loriculus beryllinus是一种体型纤小(13厘米)而尾短的鹦鹉，中文名叫什么？	苏门答腊虎	巴芬岛苔原狼	黑掌树蛙	斯里兰卡短尾鹦鹉
2058	0	第几项是常见的可飞行类宠物？	孟加拉虎	蒙古狼	黑蹼树蛙	苏拉威西短尾鹦鹉
2059	0	第几项是常见的可飞行类宠物？	里海虎	德克萨斯灰狼	卵齿蟾	太格拉双眼无花果鹦鹉
2060	0	第几项是常见的可飞行类宠物？	新疆虎	大平原狼	南美牛蛙	桃脸情侣鹦鹉
2061	0	第几项是常见的可飞行类宠物？	黑蓝虎	布法罗狼	北美牛蛙	图伊鹦哥
2062	0	第几项是常见的可飞行类宠物？	白虎	密歇根山谷狼	饰纹角花蟾	瓦氏短尾鹦鹉
2063	0	绯红金刚鹦鹉和波芬氏金刚鹦鹉的混种後代叫什么？	雪虎	格陵兰狼	温室蟾	威尔帝金刚鹦鹉 
2064	0	第几项是常见的可飞行类宠物？	东南亚虎	阿拉斯加内陆狼	亚马逊角蛙	维.乌尔特氏无花果鹦鹉
2065	0	第几项是常见的可飞行类宠物？	印支虎	阿拉斯加苔原狼	耳蛙	伟伯氏虹彩吸蜜鹦鹉
2066	0	第几项是常见的可飞行类宠物？	哈德逊湾狼	南落基山狼	龟蟾	伟塔虹彩吸蜜鹦鹉
2067	0	第几项是常见的可飞行类宠物？	东北刚果狮	苔原狼	火腹蟾蜍	伪装情侣鹦鹉
2068	0	Western Desmarest’s Fig鹦鹉中文名叫什么？	安哥拉狮	阿拉伯狼	产婆蟾	西狄丝玛雷斯特氏无花果鹦鹉
2069	0	第几项是常见的可飞行类宠物？	欧洲狮	西伯利亚平原狼	盘舌蟾	西亚拉鹦哥
2070	0	第几项是常见的可飞行类宠物？	刚果狮	俄罗斯狼	异舌蟾	绣眼蓝翅鹦哥
2071	0	第几项是常见的可飞行类宠物？	德兰士瓦狮	里海狼	滑跖蟾	雅斯陀蕾伯山地无花果鹦鹉
2072	0	第几项是常见的可飞行类宠物？	巴巴里狮	西班牙狼	负子蟾	亚伯蒂氏橙胸无花果鹦鹉
2073	0	哪种动物个性温和，体型大，手养鸟安静又聪明，爱与主人玩耍，说话能力在亚洲长尾鹦哥算是较好的？	斑点狮	日本狼	苏利南蟾	亚历山大鹦鹉
2074	0	第几项是常见的可飞行类宠物？	马赛狮	本洲狼	髭蟾	亚马逊鹦鹉
2075	0	第几项是常见的可飞行类宠物？	开普狮	意大利狼	峨眉髭蟾	月状鹦鹉
2076	0	第几项是常见的可飞行类宠物？	东非狮	中国狼	崇安髭蟾	中介鹦鹉
2077	0	第几项是常见的可飞行类宠物？	亚洲狮	埃及狼	雷山髭蟾	紫红冠鹦鹉
2078	0	第几项是常见的可飞行类宠物？	塞内加尔狮	普通狼	瑶山髭蟾	紫红头鹦鹉
2079	0	Bolborhynchus ferrugineifrons鹦鹉的中文名叫什么？	索马里狮	奥匈狼	哀牢髭蟾	棕额鹦哥
2080	0	第几项是常见的可飞行类宠物？	喀啦哈里狮	亚洲狼	齿蟾	棕脸侏鹦鹉
2081	0	第几项是常见的可飞行类宠物？	麂	伊比利亚狼	欧洲狮	棕头鹦鹉
2082	0	下列哪种动物生活在水中？	黑海豚	普度鹿	缰弄蝶	萨尔瓦多橙胸无花果鹦鹉
2083	0	下列哪种动物生活在水中？	赫氏海豚	驯鹿	大伞弄蝶	萨尔瓦多无花果鹦鹉
2084	0	Heaviside's 海豚中文名叫什么？	大西洋黑白海豚	驼鹿	白伞弄蝶	塞内加尔鹦鹉
2085	0	Commerson's海豚中文名叫什么？	黑白海豚	南美泽鹿	无趾弄蝶	桑巴虹彩吸蜜鹦鹉
2086	0	Pygmy killer whale是一种海豚可动物，中文名叫什么？	小逆戟鲸	秘鲁马驼鹿	三斑趾弄蝶	桑岛短尾鹦鹉
2087	0	下列哪种动物生活在水中？	大吻巨头鲸	智利马驼鹿	无斑趾弄蝶	沙比克橙胸无花果鹦鹉
2088	0	下列哪种动物生活在水中？	巨头鲸	墨西哥鹿	纬带趾弄蝶	史旺森氏虹彩吸蜜鹦鹉
2089	0	下列哪种动物生活在水中？	灰海豚	布氏鹿	尖翅弄蝶	史赘斯曼氏虹彩吸蜜鹦鹉
2090	0	下列哪种动物生活在水中？	霍氏海豚	矮墨西哥鹿	绿弄蝶 	鼠短尾鹦鹉
2091	0	成体体长可达2.7m，重约215kg？吻短，但于额部界限清楚的海豚科动物叫什么？	褐墨西哥鹿	白腰斑纹海豚	双眼无花果鹦鹉	半黄绿弄蝶 
2092	0	下列哪种动物生活在水中？	倭墨西哥鹿	白吻斑纹海豚	斯里兰卡短尾鹦鹉	斜带大弄蝶 
2093	0	下列哪种动物生活在水中？	小墨西哥鹿	皮氏斑纹海豚	苏拉威西短尾鹦鹉	微点大弄蝶
2094	0	下列哪种动物生活在水中？	黑尾鹿	大西洋斑纹海豚	太格拉双眼无花果鹦鹉	峨眉大弄蝶
2095	0	下列哪种动物生活在水中？	维基尼亚鹿	太平洋斑纹海豚	桃脸情侣鹦鹉	窗斑大弄蝶 
2096	0	哪种海豚科动物喜欢过“集体”生活，少则几头，多则几百头？	草原鹿	暗黑斑纹海豚	图伊鹦哥	银带大弄蝶 
2097	0	请您指出水生生物？	北普度鹿	北鲸豚	瓦氏短尾鹦鹉	疏星弄蝶 
2098	0	请您指出水生生物？	豚鹿	南鲸豚	威尔帝金刚鹦鹉 	白角星弄蝶 
2099	0	请您指出水生生物？	白唇鹿	伊豚	维.乌尔特氏无花果鹦鹉	斑星弄蝶 
2100	0	请您指出水生生物？	伟伯氏虹彩吸蜜鹦鹉	阿氏鹿	逆戟鲸	小星弄蝶 
2101	0	别称：有杀鲸、逆戟鲸的鲸目动物是什么？	伟塔虹彩吸蜜鹦鹉	沼鹿	虎鲸	白弄蝶 
2102	0	请您指出水生生物？	伪装情侣鹦鹉	马鹿	瓜头海豚	欧彩弄蝶 
2103	0	请您指出水生生物？	西狄丝玛雷斯特氏无花果鹦鹉	坡鹿	伪虎鲸	花窗弄蝶 
2104	0	请您指出水生生物？	西亚拉鹦哥	泽鹿	白海豚	幽窗弄蝶 
2105	0	哪种动物学名为Sousa chinensis又称印度太平洋驼背豚，在中国它叫什么？	绣眼蓝翅鹦哥	梅花鹿	中华白海豚	黄襟弄蝶 
2106	0	请您指出水生生物？	雅斯陀蕾伯山地无花果鹦鹉	宿氏鹿	托氏海豚	毛弄蝶 
