INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
16589	700092	3	490	50	54	¿ñÈÈÐÅÍ½		30006	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16590	700092	3	491	50	54	¿ñÈÈÐÅÍ½		30006	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16591	700092	3	492	50	54	¿ñÈÈÐÅÍ½		30006	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16592	700092	3	493	50	54	¿ñÈÈÐÅÍ½		30006	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16593	700092	3	494	50	54	¿ñÈÈÐÅÍ½		30006	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16594	700092	3	495	50	54	¿ñÈÈÐÅÍ½		30006	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16595	700092	3	496	50	54	¿ñÈÈÐÅÍ½		30006	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16596	700092	3	497	50	54	¿ñÈÈÐÅÍ½		30006	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
16597	700092	3	498	55	59	¿ñÈÈÐÅÍ½		30007	-1	15.77	66.24	0	9	962	0	0	0	0	1	0	0	0
16598	700092	3	499	55	59	¿ñÈÈÐÅÍ½		30007	-1	19.97	69.3	0	9	962	0	0	0	0	1	0	0	0
16599	700092	3	500	55	59	¿ñÈÈÐÅÍ½		30007	-1	15.97	73.06	0	9	962	0	0	0	0	1	0	0	0
16600	700092	3	501	55	59	¿ñÈÈÐÅÍ½		30007	-1	19.89	31.52	0	9	962	0	0	0	0	1	0	0	0
16601	700092	3	502	55	59	¿ñÈÈÐÅÍ½		30007	-1	15.82	25	0	9	962	0	0	0	0	1	0	0	0
16602	700092	3	503	55	59	¿ñÈÈÐÅÍ½		30007	-1	24.05	24.97	0	9	962	0	0	0	0	1	0	0	0
16603	700092	3	504	55	59	¿ñÈÈÐÅÍ½		30007	-1	20.01	19.22	0	9	962	0	0	0	0	1	0	0	0
16604	700092	3	505	55	59	¿ñÈÈÐÅÍ½		30007	-1	60.58	18.13	0	9	962	0	0	0	0	1	270	0	0
16605	700092	3	506	55	59	¿ñÈÈÐÅÍ½		30007	-1	61.08	34.95	0	9	962	0	0	0	0	1	180	0	0
16606	700092	3	507	55	59	¿ñÈÈÐÅÍ½		30007	-1	52.12	59.28	0	9	962	0	0	0	0	1	180	0	0
16607	700092	3	508	55	59	¿ñÈÈÐÅÍ½		30007	-1	51.81	67.02	0	9	962	0	0	0	0	1	180	0	0
16608	700092	3	509	55	59	¿ñÈÈÐÅÍ½		30007	-1	52.08	75.36	0	9	962	0	0	0	0	1	180	0	0
16609	700092	3	510	55	59	¿ñÈÈÐÅÍ½		30007	-1	52.12	83.25	0	9	962	0	0	0	0	1	180	0	0
16610	700092	3	511	55	59	¿ñÈÈÐÅÍ½		30007	-1	52.15	91.21	0	9	962	0	0	0	0	1	180	0	0
16611	700092	3	512	55	59	¿ñÈÈÐÅÍ½		30007	-1	44.07	105.27	0	9	962	0	0	0	0	1	180	0	0
16612	700092	3	513	55	59	¿ñÈÈÐÅÍ½		30007	-1	60.04	105.3	0	9	962	0	0	0	0	1	180	0	0
16613	700092	3	514	55	59	¿ñÈÈÐÅÍ½		30007	-1	44.15	113.24	0	9	962	0	0	0	0	1	180	0	0
16614	700092	3	515	55	59	¿ñÈÈÐÅÍ½		30007	-1	59.96	113.16	0	9	962	0	0	0	0	1	180	0	0
16615	700092	3	516	55	59	¿ñÈÈÐÅÍ½		30007	-1	72.94	107.22	0	9	962	0	0	0	0	1	270	0	0
16616	700092	3	517	55	59	¿ñÈÈÐÅÍ½		30007	-1	73.09	113.12	0	9	962	0	0	0	0	1	270	0	0
16617	700092	3	518	55	59	¿ñÈÈÐÅÍ½		30007	-1	85.09	106.99	0	9	962	0	0	0	0	1	0	0	0
16618	700092	3	519	55	59	¿ñÈÈÐÅÍ½		30007	-1	84.99	113.01	0	9	962	0	0	0	0	1	0	0	0
16619	700092	3	520	55	59	¿ñÈÈÐÅÍ½		30007	-1	96.93	113.25	0	9	962	0	0	0	0	1	0	0	0
16620	700092	3	521	55	59	¿ñÈÈÐÅÍ½		30007	-1	97.06	107.06	0	9	962	0	0	0	0	1	0	0	0
16621	700092	3	522	55	59	¿ñÈÈÐÅÍ½		30007	-1	24	31	0	9	962	0	0	0	0	1	0	0	0
16622	700092	3	523	55	59	¿ñÈÈÐÅÍ½		30007	-1	108.91	113.31	0	9	962	0	0	0	0	1	0	0	0
16623	700092	3	524	55	59	¿ñÈÈÐÅÍ½		30007	-1	108.91	107.26	0	9	962	0	0	0	0	1	0	0	0
16624	700092	3	525	55	59	¿ñÈÈÐÅÍ½		30007	-1	75.82	89.99	0	9	962	0	0	0	0	1	0	0	0
16625	700092	3	526	55	59	¿ñÈÈÐÅÍ½		30007	-1	76.16	98.12	0	9	962	0	0	0	0	1	0	0	0
16626	700092	3	527	55	59	¿ñÈÈÐÅÍ½		30007	-1	115.13	89.78	0	9	962	0	0	0	0	1	0	0	0
16627	700092	3	528	55	59	¿ñÈÈÐÅÍ½		30007	-1	114.7	98.28	0	9	962	0	0	0	0	1	0	0	0
16628	700092	3	529	55	59	¿ñÈÈÐÅÍ½		30007	-1	77.69	68.9	0	9	962	0	0	0	0	1	0	0	0
16629	700092	3	530	55	59	¿ñÈÈÐÅÍ½		30007	-1	86.15	69	0	9	962	0	0	0	0	1	0	0	0
16630	700092	3	531	55	59	¿ñÈÈÐÅÍ½		30007	-1	108.01	68.95	0	9	962	0	0	0	0	1	0	0	0
16631	700092	3	532	55	59	¿ñÈÈÐÅÍ½		30007	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16632	700092	3	533	55	59	¿ñÈÈÐÅÍ½		30007	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16633	700092	3	534	55	59	¿ñÈÈÐÅÍ½		30007	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16634	700092	3	535	55	59	¿ñÈÈÐÅÍ½		30007	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16635	700092	3	536	55	59	¿ñÈÈÐÅÍ½		30007	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16636	700092	3	537	55	59	¿ñÈÈÐÅÍ½		30007	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16637	700092	3	538	55	59	¿ñÈÈÐÅÍ½		30007	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16638	700092	3	539	55	59	¿ñÈÈÐÅÍ½		30007	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
16639	700092	3	540	55	59	¿ñÈÈÐÅÍ½		30007	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16640	700092	3	541	55	59	¿ñÈÈÐÅÍ½		30007	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16641	700092	3	542	55	59	¿ñÈÈÐÅÍ½		30007	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16642	700092	3	543	55	59	¿ñÈÈÐÅÍ½		30007	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16643	700092	3	544	55	59	¿ñÈÈÐÅÍ½		30007	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16644	700092	3	545	55	59	¿ñÈÈÐÅÍ½		30007	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16645	700092	3	546	55	59	¿ñÈÈÐÅÍ½		30007	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16646	700092	3	547	55	59	¿ñÈÈÐÅÍ½		30007	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
16647	700092	3	548	60	64	¿ñÈÈÐÅÍ½		30008	-1	15.77	66.24	0	9	962	0	0	0	0	1	0	0	0
16648	700092	3	549	60	64	¿ñÈÈÐÅÍ½		30008	-1	19.97	69.3	0	9	962	0	0	0	0	1	0	0	0
16649	700092	3	550	60	64	¿ñÈÈÐÅÍ½		30008	-1	15.97	73.06	0	9	962	0	0	0	0	1	0	0	0
16650	700092	3	551	60	64	¿ñÈÈÐÅÍ½		30008	-1	19.89	31.52	0	9	962	0	0	0	0	1	0	0	0
16651	700092	3	552	60	64	¿ñÈÈÐÅÍ½		30008	-1	15.82	25	0	9	962	0	0	0	0	1	0	0	0
16652	700092	3	553	60	64	¿ñÈÈÐÅÍ½		30008	-1	24.05	24.97	0	9	962	0	0	0	0	1	0	0	0
16653	700092	3	554	60	64	¿ñÈÈÐÅÍ½		30008	-1	20.01	19.22	0	9	962	0	0	0	0	1	0	0	0
16654	700092	3	555	60	64	¿ñÈÈÐÅÍ½		30008	-1	60.58	18.13	0	9	962	0	0	0	0	1	270	0	0
16655	700092	3	556	60	64	¿ñÈÈÐÅÍ½		30008	-1	61.08	34.95	0	9	962	0	0	0	0	1	180	0	0
16656	700092	3	557	60	64	¿ñÈÈÐÅÍ½		30008	-1	52.12	59.28	0	9	962	0	0	0	0	1	180	0	0
16657	700092	3	558	60	64	¿ñÈÈÐÅÍ½		30008	-1	51.81	67.02	0	9	962	0	0	0	0	1	180	0	0
16658	700092	3	559	60	64	¿ñÈÈÐÅÍ½		30008	-1	52.08	75.36	0	9	962	0	0	0	0	1	180	0	0
16659	700092	3	560	60	64	¿ñÈÈÐÅÍ½		30008	-1	52.12	83.25	0	9	962	0	0	0	0	1	180	0	0
16660	700092	3	561	60	64	¿ñÈÈÐÅÍ½		30008	-1	52.15	91.21	0	9	962	0	0	0	0	1	180	0	0
16661	700092	3	562	60	64	¿ñÈÈÐÅÍ½		30008	-1	44.07	105.27	0	9	962	0	0	0	0	1	180	0	0
16662	700092	3	563	60	64	¿ñÈÈÐÅÍ½		30008	-1	60.04	105.3	0	9	962	0	0	0	0	1	180	0	0
16663	700092	3	564	60	64	¿ñÈÈÐÅÍ½		30008	-1	44.15	113.24	0	9	962	0	0	0	0	1	180	0	0
16664	700092	3	565	60	64	¿ñÈÈÐÅÍ½		30008	-1	59.96	113.16	0	9	962	0	0	0	0	1	180	0	0
16665	700092	3	566	60	64	¿ñÈÈÐÅÍ½		30008	-1	72.94	107.22	0	9	962	0	0	0	0	1	270	0	0
16666	700092	3	567	60	64	¿ñÈÈÐÅÍ½		30008	-1	73.09	113.12	0	9	962	0	0	0	0	1	270	0	0
16667	700092	3	568	60	64	¿ñÈÈÐÅÍ½		30008	-1	85.09	106.99	0	9	962	0	0	0	0	1	0	0	0
16668	700092	3	569	60	64	¿ñÈÈÐÅÍ½		30008	-1	84.99	113.01	0	9	962	0	0	0	0	1	0	0	0
16669	700092	3	570	60	64	¿ñÈÈÐÅÍ½		30008	-1	96.93	113.25	0	9	962	0	0	0	0	1	0	0	0
16670	700092	3	571	60	64	¿ñÈÈÐÅÍ½		30008	-1	97.06	107.06	0	9	962	0	0	0	0	1	0	0	0
16671	700092	3	572	60	64	¿ñÈÈÐÅÍ½		30008	-1	24	31	0	9	962	0	0	0	0	1	0	0	0
16672	700092	3	573	60	64	¿ñÈÈÐÅÍ½		30008	-1	108.91	113.31	0	9	962	0	0	0	0	1	0	0	0
16673	700092	3	574	60	64	¿ñÈÈÐÅÍ½		30008	-1	108.91	107.26	0	9	962	0	0	0	0	1	0	0	0
16674	700092	3	575	60	64	¿ñÈÈÐÅÍ½		30008	-1	75.82	89.99	0	9	962	0	0	0	0	1	0	0	0
16675	700092	3	576	60	64	¿ñÈÈÐÅÍ½		30008	-1	76.16	98.12	0	9	962	0	0	0	0	1	0	0	0
16676	700092	3	577	60	64	¿ñÈÈÐÅÍ½		30008	-1	115.13	89.78	0	9	962	0	0	0	0	1	0	0	0
16677	700092	3	578	60	64	¿ñÈÈÐÅÍ½		30008	-1	114.7	98.28	0	9	962	0	0	0	0	1	0	0	0
16678	700092	3	579	60	64	¿ñÈÈÐÅÍ½		30008	-1	77.69	68.9	0	9	962	0	0	0	0	1	0	0	0
16679	700092	3	580	60	64	¿ñÈÈÐÅÍ½		30008	-1	86.15	69	0	9	962	0	0	0	0	1	0	0	0
16680	700092	3	581	60	64	¿ñÈÈÐÅÍ½		30008	-1	108.01	68.95	0	9	962	0	0	0	0	1	0	0	0
16681	700092	3	582	60	64	¿ñÈÈÐÅÍ½		30008	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16682	700092	3	583	60	64	¿ñÈÈÐÅÍ½		30008	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16683	700092	3	584	60	64	¿ñÈÈÐÅÍ½		30008	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16684	700092	3	585	60	64	¿ñÈÈÐÅÍ½		30008	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16685	700092	3	586	60	64	¿ñÈÈÐÅÍ½		30008	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16686	700092	3	587	60	64	¿ñÈÈÐÅÍ½		30008	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16687	700092	3	588	60	64	¿ñÈÈÐÅÍ½		30008	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16688	700092	3	589	60	64	¿ñÈÈÐÅÍ½		30008	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
16689	700092	3	590	60	64	¿ñÈÈÐÅÍ½		30008	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16690	700092	3	591	60	64	¿ñÈÈÐÅÍ½		30008	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16691	700092	3	592	60	64	¿ñÈÈÐÅÍ½		30008	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16692	700092	3	593	60	64	¿ñÈÈÐÅÍ½		30008	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16693	700092	3	594	60	64	¿ñÈÈÐÅÍ½		30008	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16694	700092	3	595	60	64	¿ñÈÈÐÅÍ½		30008	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16695	700092	3	596	60	64	¿ñÈÈÐÅÍ½		30008	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16696	700092	3	597	60	64	¿ñÈÈÐÅÍ½		30008	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
16697	700092	3	598	65	69	¿ñÈÈÐÅÍ½		30009	-1	15.77	66.24	0	9	962	0	0	0	0	1	0	0	0
16698	700092	3	599	65	69	¿ñÈÈÐÅÍ½		30009	-1	19.97	69.3	0	9	962	0	0	0	0	1	0	0	0
16699	700092	3	600	65	69	¿ñÈÈÐÅÍ½		30009	-1	15.97	73.06	0	9	962	0	0	0	0	1	0	0	0
16700	700092	3	601	65	69	¿ñÈÈÐÅÍ½		30009	-1	19.89	31.52	0	9	962	0	0	0	0	1	0	0	0
16701	700092	3	602	65	69	¿ñÈÈÐÅÍ½		30009	-1	15.82	25	0	9	962	0	0	0	0	1	0	0	0
16702	700092	3	603	65	69	¿ñÈÈÐÅÍ½		30009	-1	24.05	24.97	0	9	962	0	0	0	0	1	0	0	0
16703	700092	3	604	65	69	¿ñÈÈÐÅÍ½		30009	-1	20.01	19.22	0	9	962	0	0	0	0	1	0	0	0
16704	700092	3	605	65	69	¿ñÈÈÐÅÍ½		30009	-1	60.58	18.13	0	9	962	0	0	0	0	1	270	0	0
16705	700092	3	606	65	69	¿ñÈÈÐÅÍ½		30009	-1	61.08	34.95	0	9	962	0	0	0	0	1	180	0	0
16706	700092	3	607	65	69	¿ñÈÈÐÅÍ½		30009	-1	52.12	59.28	0	9	962	0	0	0	0	1	180	0	0
16707	700092	3	608	65	69	¿ñÈÈÐÅÍ½		30009	-1	51.81	67.02	0	9	962	0	0	0	0	1	180	0	0
16708	700092	3	609	65	69	¿ñÈÈÐÅÍ½		30009	-1	52.08	75.36	0	9	962	0	0	0	0	1	180	0	0
16709	700092	3	610	65	69	¿ñÈÈÐÅÍ½		30009	-1	52.12	83.25	0	9	962	0	0	0	0	1	180	0	0
16710	700092	3	611	65	69	¿ñÈÈÐÅÍ½		30009	-1	52.15	91.21	0	9	962	0	0	0	0	1	180	0	0
16711	700092	3	612	65	69	¿ñÈÈÐÅÍ½		30009	-1	44.07	105.27	0	9	962	0	0	0	0	1	180	0	0
16712	700092	3	613	65	69	¿ñÈÈÐÅÍ½		30009	-1	60.04	105.3	0	9	962	0	0	0	0	1	180	0	0
16713	700092	3	614	65	69	¿ñÈÈÐÅÍ½		30009	-1	44.15	113.24	0	9	962	0	0	0	0	1	180	0	0
16714	700092	3	615	65	69	¿ñÈÈÐÅÍ½		30009	-1	59.96	113.16	0	9	962	0	0	0	0	1	180	0	0
16715	700092	3	616	65	69	¿ñÈÈÐÅÍ½		30009	-1	72.94	107.22	0	9	962	0	0	0	0	1	270	0	0
16716	700092	3	617	65	69	¿ñÈÈÐÅÍ½		30009	-1	73.09	113.12	0	9	962	0	0	0	0	1	270	0	0
16717	700092	3	618	65	69	¿ñÈÈÐÅÍ½		30009	-1	85.09	106.99	0	9	962	0	0	0	0	1	0	0	0
16718	700092	3	619	65	69	¿ñÈÈÐÅÍ½		30009	-1	84.99	113.01	0	9	962	0	0	0	0	1	0	0	0
16719	700092	3	620	65	69	¿ñÈÈÐÅÍ½		30009	-1	96.93	113.25	0	9	962	0	0	0	0	1	0	0	0
16720	700092	3	621	65	69	¿ñÈÈÐÅÍ½		30009	-1	97.06	107.06	0	9	962	0	0	0	0	1	0	0	0
16721	700092	3	622	65	69	¿ñÈÈÐÅÍ½		30009	-1	24	31	0	9	962	0	0	0	0	1	0	0	0
16722	700092	3	623	65	69	¿ñÈÈÐÅÍ½		30009	-1	108.91	113.31	0	9	962	0	0	0	0	1	0	0	0
16723	700092	3	624	65	69	¿ñÈÈÐÅÍ½		30009	-1	108.91	107.26	0	9	962	0	0	0	0	1	0	0	0
16724	700092	3	625	65	69	¿ñÈÈÐÅÍ½		30009	-1	75.82	89.99	0	9	962	0	0	0	0	1	0	0	0
16725	700092	3	626	65	69	¿ñÈÈÐÅÍ½		30009	-1	76.16	98.12	0	9	962	0	0	0	0	1	0	0	0
16726	700092	3	627	65	69	¿ñÈÈÐÅÍ½		30009	-1	115.13	89.78	0	9	962	0	0	0	0	1	0	0	0
16727	700092	3	628	65	69	¿ñÈÈÐÅÍ½		30009	-1	114.7	98.28	0	9	962	0	0	0	0	1	0	0	0
16728	700092	3	629	65	69	¿ñÈÈÐÅÍ½		30009	-1	77.69	68.9	0	9	962	0	0	0	0	1	0	0	0
16729	700092	3	630	65	69	¿ñÈÈÐÅÍ½		30009	-1	86.15	69	0	9	962	0	0	0	0	1	0	0	0
16730	700092	3	631	65	69	¿ñÈÈÐÅÍ½		30009	-1	108.01	68.95	0	9	962	0	0	0	0	1	0	0	0
16731	700092	3	632	65	69	¿ñÈÈÐÅÍ½		30009	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16732	700092	3	633	65	69	¿ñÈÈÐÅÍ½		30009	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16733	700092	3	634	65	69	¿ñÈÈÐÅÍ½		30009	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16734	700092	3	635	65	69	¿ñÈÈÐÅÍ½		30009	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16735	700092	3	636	65	69	¿ñÈÈÐÅÍ½		30009	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16736	700092	3	637	65	69	¿ñÈÈÐÅÍ½		30009	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16737	700092	3	638	65	69	¿ñÈÈÐÅÍ½		30009	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16738	700092	3	639	65	69	¿ñÈÈÐÅÍ½		30009	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
16739	700092	3	640	65	69	¿ñÈÈÐÅÍ½		30009	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16740	700092	3	641	65	69	¿ñÈÈÐÅÍ½		30009	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16741	700092	3	642	65	69	¿ñÈÈÐÅÍ½		30009	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16742	700092	3	643	65	69	¿ñÈÈÐÅÍ½		30009	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16743	700092	3	644	65	69	¿ñÈÈÐÅÍ½		30009	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16744	700092	3	645	65	69	¿ñÈÈÐÅÍ½		30009	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16745	700092	3	646	65	69	¿ñÈÈÐÅÍ½		30009	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16746	700092	3	647	65	69	¿ñÈÈÐÅÍ½		30009	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
16747	700092	3	648	70	74	¿ñÈÈÐÅÍ½		30010	-1	15.77	66.24	0	9	962	0	0	0	0	1	0	0	0
16748	700092	3	649	70	74	¿ñÈÈÐÅÍ½		30010	-1	19.97	69.3	0	9	962	0	0	0	0	1	0	0	0
16749	700092	3	650	70	74	¿ñÈÈÐÅÍ½		30010	-1	15.97	73.06	0	9	962	0	0	0	0	1	0	0	0
16750	700092	3	651	70	74	¿ñÈÈÐÅÍ½		30010	-1	19.89	31.52	0	9	962	0	0	0	0	1	0	0	0
16751	700092	3	652	70	74	¿ñÈÈÐÅÍ½		30010	-1	15.82	25	0	9	962	0	0	0	0	1	0	0	0
16752	700092	3	653	70	74	¿ñÈÈÐÅÍ½		30010	-1	24.05	24.97	0	9	962	0	0	0	0	1	0	0	0
16753	700092	3	654	70	74	¿ñÈÈÐÅÍ½		30010	-1	20.01	19.22	0	9	962	0	0	0	0	1	0	0	0
16754	700092	3	655	70	74	¿ñÈÈÐÅÍ½		30010	-1	60.58	18.13	0	9	962	0	0	0	0	1	270	0	0
16755	700092	3	656	70	74	¿ñÈÈÐÅÍ½		30010	-1	61.08	34.95	0	9	962	0	0	0	0	1	180	0	0
16756	700092	3	657	70	74	¿ñÈÈÐÅÍ½		30010	-1	52.12	59.28	0	9	962	0	0	0	0	1	180	0	0
16757	700092	3	658	70	74	¿ñÈÈÐÅÍ½		30010	-1	51.81	67.02	0	9	962	0	0	0	0	1	180	0	0
16758	700092	3	659	70	74	¿ñÈÈÐÅÍ½		30010	-1	52.08	75.36	0	9	962	0	0	0	0	1	180	0	0
16759	700092	3	660	70	74	¿ñÈÈÐÅÍ½		30010	-1	52.12	83.25	0	9	962	0	0	0	0	1	180	0	0
16760	700092	3	661	70	74	¿ñÈÈÐÅÍ½		30010	-1	52.15	91.21	0	9	962	0	0	0	0	1	180	0	0
16761	700092	3	662	70	74	¿ñÈÈÐÅÍ½		30010	-1	44.07	105.27	0	9	962	0	0	0	0	1	180	0	0
16762	700092	3	663	70	74	¿ñÈÈÐÅÍ½		30010	-1	60.04	105.3	0	9	962	0	0	0	0	1	180	0	0
16763	700092	3	664	70	74	¿ñÈÈÐÅÍ½		30010	-1	44.15	113.24	0	9	962	0	0	0	0	1	180	0	0
16764	700092	3	665	70	74	¿ñÈÈÐÅÍ½		30010	-1	59.96	113.16	0	9	962	0	0	0	0	1	180	0	0
16765	700092	3	666	70	74	¿ñÈÈÐÅÍ½		30010	-1	72.94	107.22	0	9	962	0	0	0	0	1	270	0	0
16766	700092	3	667	70	74	¿ñÈÈÐÅÍ½		30010	-1	73.09	113.12	0	9	962	0	0	0	0	1	270	0	0
16767	700092	3	668	70	74	¿ñÈÈÐÅÍ½		30010	-1	85.09	106.99	0	9	962	0	0	0	0	1	0	0	0
16768	700092	3	669	70	74	¿ñÈÈÐÅÍ½		30010	-1	84.99	113.01	0	9	962	0	0	0	0	1	0	0	0
16769	700092	3	670	70	74	¿ñÈÈÐÅÍ½		30010	-1	96.93	113.25	0	9	962	0	0	0	0	1	0	0	0
16770	700092	3	671	70	74	¿ñÈÈÐÅÍ½		30010	-1	97.06	107.06	0	9	962	0	0	0	0	1	0	0	0
16771	700092	3	672	70	74	¿ñÈÈÐÅÍ½		30010	-1	24	31	0	9	962	0	0	0	0	1	0	0	0
16772	700092	3	673	70	74	¿ñÈÈÐÅÍ½		30010	-1	108.91	113.31	0	9	962	0	0	0	0	1	0	0	0
16773	700092	3	674	70	74	¿ñÈÈÐÅÍ½		30010	-1	108.91	107.26	0	9	962	0	0	0	0	1	0	0	0
16774	700092	3	675	70	74	¿ñÈÈÐÅÍ½		30010	-1	75.82	89.99	0	9	962	0	0	0	0	1	0	0	0
16775	700092	3	676	70	74	¿ñÈÈÐÅÍ½		30010	-1	76.16	98.12	0	9	962	0	0	0	0	1	0	0	0
16776	700092	3	677	70	74	¿ñÈÈÐÅÍ½		30010	-1	115.13	89.78	0	9	962	0	0	0	0	1	0	0	0
16777	700092	3	678	70	74	¿ñÈÈÐÅÍ½		30010	-1	114.7	98.28	0	9	962	0	0	0	0	1	0	0	0
16778	700092	3	679	70	74	¿ñÈÈÐÅÍ½		30010	-1	77.69	68.9	0	9	962	0	0	0	0	1	0	0	0
16779	700092	3	680	70	74	¿ñÈÈÐÅÍ½		30010	-1	86.15	69	0	9	962	0	0	0	0	1	0	0	0
16780	700092	3	681	70	74	¿ñÈÈÐÅÍ½		30010	-1	108.01	68.95	0	9	962	0	0	0	0	1	0	0	0
16781	700092	3	682	70	74	¿ñÈÈÐÅÍ½		30010	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16782	700092	3	683	70	74	¿ñÈÈÐÅÍ½		30010	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16783	700092	3	684	70	74	¿ñÈÈÐÅÍ½		30010	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16784	700092	3	685	70	74	¿ñÈÈÐÅÍ½		30010	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16785	700092	3	686	70	74	¿ñÈÈÐÅÍ½		30010	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16786	700092	3	687	70	74	¿ñÈÈÐÅÍ½		30010	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16787	700092	3	688	70	74	¿ñÈÈÐÅÍ½		30010	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16788	700092	3	689	70	74	¿ñÈÈÐÅÍ½		30010	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
16789	700092	3	690	70	74	¿ñÈÈÐÅÍ½		30010	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16790	700092	3	691	70	74	¿ñÈÈÐÅÍ½		30010	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16791	700092	3	692	70	74	¿ñÈÈÐÅÍ½		30010	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16792	700092	3	693	70	74	¿ñÈÈÐÅÍ½		30010	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16793	700092	3	694	70	74	¿ñÈÈÐÅÍ½		30010	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16794	700092	3	695	70	74	¿ñÈÈÐÅÍ½		30010	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16795	700092	3	696	70	74	¿ñÈÈÐÅÍ½		30010	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16796	700092	3	697	70	74	¿ñÈÈÐÅÍ½		30010	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
